episode,reward,success,runtime_sec,grad_norm
1,-0.07000000000000003,0,0.002679099969100207,0.30210275437947975
2,-0.6200000000000001,0,0.0029750000103376806,0.731348355884668
3,1.03,1,0.002494800020940602,1.6170186961507667
4,0.02999999999999997,0,0.0021326999994926155,0.25754949705877606
5,0.12999999999999998,0,0.0029991999617777765,0.1997096562721937
6,0.23,0,0.0022989000426605344,0.2872762115855856
7,1.23,1,0.0024320000084117055,3.1364175973277457
8,0.029999999999999975,0,0.0026923000114038587,0.33291288894598314
9,1.3,1,0.0019336999976076186,2.0473101886008838
10,-0.37000000000000005,0,0.00207880005473271,0.4442144817247071
11,0.12999999999999998,0,0.00196460000006482,0.704301590680901
12,1.27,1,0.0009982999763451517,1.4474675649823805
13,1.23,1,0.0013384000048972666,2.036128097788892
14,0.22999999999999998,0,0.0014475000207312405,0.25015335178677106
15,-0.8700000000000001,0,0.0016152000171132386,1.1192592487600768
16,-0.8200000000000001,0,0.001672400045208633,2.0131339628851794
17,1.27,1,0.000929799978621304,0.7947128506682488
18,1.27,1,0.000880099949426949,0.6024427232429397
19,0.23,0,0.001365099975373596,0.21200378292065047
20,1.03,1,0.0015057999989949167,0.7835253756081264
