episode,reward,success,runtime_sec,grad_norm
1,1.23,1,0.12369239999679849,0.25787888915601753
2,0.23,0,0.18000349996145815,0.25787888915601753
3,-0.07000000000000003,0,0.12910740001825616,0.12206184676227146
4,0.12999999999999998,0,0.1843337999889627,0.12206184676227146
5,1.3,1,0.10727169999154285,0.6629637153499299
6,1.3,1,0.16370649996679276,0.6629637153499299
7,1.3,1,0.14973830000963062,2.1797834187861413
8,1.2,1,0.2883610000135377,2.1797834187861413
9,1.3,1,0.2920867000357248,0.33350475267640733
10,0.23,0,0.22214910003822297,0.33350475267640733
11,0.12999999999999998,0,0.17671189998509362,2.0617320838083146
12,1.23,1,0.18520750000607222,2.0617320838083146
13,0.23,0,0.13423170003807172,0.4376258408954583
14,1.27,1,0.14312810002593324,0.4376258408954583
15,1.23,1,0.13663739996263757,0.3849544939458935
16,1.3,1,0.1867247000336647,0.3849544939458935
17,1.27,1,0.09125320002203807,0.207339352477002
18,1.3,1,0.16623579995939508,0.207339352477002
19,1.27,1,0.08327900001313537,0.7006580020675337
20,0.12999999999999998,0,0.1794501999975182,0.7006580020675337
