episode,reward,success,runtime_sec,grad_norm
1,0.029999999999999975,0,0.001846600032877177,0.13122088322775544
2,1.23,1,0.0021711000008508563,1.5586964108175074
3,0.22999999999999998,0,0.0019294999656267464,0.1275575409975677
4,0.12999999999999998,0,0.0015379999531432986,0.18820260498485955
5,1.3,1,0.0014738000463694334,1.4569915759192265
6,-0.12000000000000002,0,0.0021189000108279288,0.8118758721791538
7,0.12999999999999998,0,0.0020040000090375543,0.21458407976128616
8,0.029999999999999975,0,0.0018822000129148364,0.38366737428679737
9,-0.17000000000000004,0,0.0022400000016205013,0.2743007437500249
10,-0.07000000000000003,0,0.002701199962757528,0.18349886952245734
11,-0.37000000000000005,0,0.0015819999971427023,0.7425226725630072
12,-0.62,0,0.001818799995817244,1.3081588910773156
13,-0.07000000000000003,0,0.0017015999765135348,0.14146438646068432
14,-0.9200000000000002,0,0.001615300017874688,1.8174390814698358
15,-0.6200000000000001,0,0.0015765000134706497,0.715403874244368
16,1.03,1,0.0021177000016905367,1.5335380903662283
17,0.23,0,0.0017598000122234225,0.23301702313704942
18,1.2,1,0.0014823999954387546,0.8314744240229892
19,1.3,1,0.0015487999771721661,0.885586358741326
20,1.27,1,0.0013470000121742487,0.6574913768365607
