episode,reward,success,runtime_sec,grad_norm
1,1.27,1,0.8907323000021279,0.22638329632350077
2,1.3,1,1.0034880000166595,0.22638329632350077
3,0.99,1,1.383383899985347,0.22638329632350077
4,1.27,1,2.2098527000052854,0.22638329632350077
5,1.16,1,1.2861323000397533,0.19283115859415897
6,1.3,1,0.9154354000347666,0.19283115859415897
7,1.3,1,0.9087147999671288,0.19283115859415897
8,1.27,1,2.0779633999918588,0.19283115859415897
9,-0.21000000000000005,0,1.3064537000027485,16.398645146648118
10,-0.010000000000000037,0,1.3380745999747887,16.398645146648118
11,1.26,1,1.1650253999978304,16.398645146648118
12,0.19,0,2.394285899994429,16.398645146648118
13,1.16,1,1.1513924999744631,0.18710232360097484
14,1.16,1,1.2313729000161402,0.18710232360097484
15,1.3,1,0.8570954000460915,0.18710232360097484
16,1.3,1,1.8854223999660462,0.18710232360097484
17,-0.6100000000000001,0,1.2927642000140622,2.1240258493022006
18,-0.4100000000000001,0,1.307407200045418,2.1240258493022006
19,1.19,1,1.2918436000472866,2.1240258493022006
20,0.19,0,2.8171140999766067,2.1240258493022006
21,-0.010000000000000037,0,1.323378600005526,0.6021786247002916
22,-0.010000000000000037,0,1.3108754999702796,0.6021786247002916
23,0.18999999999999997,0,1.3643333000363782,0.6021786247002916
24,-0.11000000000000004,0,2.926290900039021,0.6021786247002916
25,1.2,1,0.9069429999799468,0.30640802607164613
26,1.23,1,1.1361974999890663,0.30640802607164613
27,0.08999999999999997,0,1.4010178999742493,0.30640802607164613
28,1.23,1,2.3634518000180833,0.30640802607164613
29,1.3,1,0.9062854000367224,0.10985279795011944
30,1.27,1,0.7055320999934338,0.10985279795011944
31,1.3,1,0.8415030000032857,0.10985279795011944
32,1.26,1,2.392229499993846,0.10985279795011944
33,1.3,1,0.8709739000187255,0.21118437211885016
34,1.19,1,1.293101800023578,0.21118437211885016
35,1.19,1,1.3264223000151105,0.21118437211885016
36,1.26,1,2.2444461000268348,0.21118437211885016
37,1.26,1,1.1549448000150733,0.36412555678819974
38,1.23,1,1.0064097000285983,0.36412555678819974
39,0.08999999999999997,0,1.365124800009653,0.36412555678819974
40,1.3,1,2.5092702000401914,0.36412555678819974
