Model,accuracy,precision,recall,f1_score,kta,train_time,train_n
Classical RBF SVM,0.7263493905977946,0.701976685250887,0.7959770114942529,0.7460274710476703,0.19216884060392167,0.0018084049224853516,20
Exact QSVC,0.6662797446314568,0.6893453145057766,0.6172413793103448,0.6513038204972711,0.19848555918937344,2.726328134536743,20
Pegasos QSVC,0.65,0.6363636363636364,0.7,0.6666666666666666,0.19848555918937344,0.23433160781860352,20
