Model,accuracy,precision,recall,f1_score,kta,train_time,train_n
Classical RBF SVM,0.5351131746952988,0.5644859813084112,0.3471264367816092,0.4298932384341637,0.09488619981514372,0.001340627670288086,20
Exact QSVC,0.5165409170052234,0.5374493927125507,0.30517241379310345,0.38929618768328444,0.11476327635334609,1.7690215110778809,20
Pegasos QSVC,0.55,0.6,0.3,0.4,0.11476327635334609,0.22584915161132812,20
