episode,reward,success,runtime_sec,grad_norm
1,-0.6200000000000001,0,0.0029892000020481646,0.8761166743689247
2,-0.07000000000000003,0,0.002619299979414791,0.5427782568582352
3,0.12999999999999998,0,0.002529399993363768,0.15835175073074675
4,1.27,1,0.0018862000433728099,1.1650606426574541
5,1.23,1,0.0024060000432655215,2.682831233705048
6,0.12999999999999998,0,0.0020477999933063984,0.5927761655336656
7,1.23,1,0.0025923000066541135,2.312038433812004
8,1.27,1,0.0016623999690636992,1.6953214875488927
9,-0.8200000000000001,0,0.0021641000057570636,3.3607380580922332
10,-0.5700000000000001,0,0.0029497999930754304,2.4548903146089
11,1.23,1,0.002709800028242171,1.249496367144322
12,1.03,1,0.0023018000065349042,1.349196246468425
13,0.23,0,0.002307399990968406,0.6727584453583942
14,1.27,1,0.001205699983984232,0.825534931012103
15,1.3,1,0.0012172000133432448,2.8210021667083676
16,1.3,1,0.001505899999756366,0.8868983046675866
17,1.2,1,0.0015575999859720469,0.4213280118941372
18,1.27,1,0.0012462000013329089,0.25539829463627733
19,1.27,1,0.0012094999547116458,0.18132103734384922
20,0.22999999999999998,0,0.001490199996624142,0.4062656607589659
