episode,reward,success,runtime_sec,grad_norm
1,-1.12,0,0.001933799998369068,1.9981322217381714
2,-0.07000000000000003,0,0.0019320000428706408,0.23530564676248383
3,-0.27,0,0.001886800047941506,0.3188881548071445
4,0.02999999999999997,0,0.0016546999686397612,0.1560728235033478
5,-0.32,0,0.001844500016886741,0.43487060841779307
6,1.27,1,0.0016933000297285616,1.583538751312984
7,-0.07000000000000003,0,0.0016850000247359276,0.29177633092359434
8,-0.42000000000000004,0,0.0013051999849267304,0.8763467209679826
9,-0.17000000000000004,0,0.0022495000157505274,0.20823436559366426
10,-0.42000000000000004,0,0.001990600023418665,0.8314928611757938
11,-0.37000000000000005,0,0.0017924999701790512,0.5262942068871062
12,1.23,1,0.0018469999777153134,1.5393521009366384
13,0.12999999999999998,0,0.0016166999703273177,0.14328371832735937
14,0.13,0,0.0015360999968834221,0.1557478344453309
15,-0.16999999999999998,0,0.0014259000308811665,0.1414616846367561
16,0.12999999999999998,0,0.0015367000014521182,0.1309004021390828
17,-0.6200000000000001,0,0.0016911999555304646,0.8964239403218891
18,0.02999999999999997,0,0.0015259999781847,0.18245217345828454
19,-0.07000000000000003,0,0.0015379000105895102,0.1628857045604692
20,0.13,0,0.0016386000206694007,0.1577122500531364
