episode,reward,success,runtime_sec,grad_norm
1,0.13,0,0.12019459996372461,0.06160939259841664
2,0.23,0,0.2741012999904342,0.06160939259841664
3,1.3,1,0.12604499998269603,0.07684809959635185
4,0.02999999999999997,0,0.22888170002261177,0.07684809959635185
5,1.27,1,0.09135090000927448,0.3797050925030833
6,-0.17000000000000004,0,0.20279059995664284,0.3797050925030833
7,-0.07000000000000003,0,0.12952479999512434,0.26446533819802065
8,1.27,1,0.15706519997911528,0.26446533819802065
9,1.23,1,0.137554100016132,0.32867812318296774
10,-0.07000000000000003,0,0.18515719997230917,0.32867812318296774
11,1.27,1,0.085024899977725,0.22037275641759616
12,0.23,0,0.17347719997633249,0.22037275641759616
13,1.23,1,0.12626430002273992,0.35995914010207447
14,1.23,1,0.17679719999432564,0.35995914010207447
15,0.12999999999999998,0,0.12355799996294081,0.16142887928295327
16,1.3,1,0.14657949999673292,0.16142887928295327
17,1.2,1,0.10388280003098771,0.6221146587890837
18,0.12999999999999998,0,0.19398309994721785,0.6221146587890837
19,1.3,1,0.11485250003170222,0.0793029193571914
20,1.23,1,0.1920304000377655,0.0793029193571914
