episode,reward,success,runtime_sec,grad_norm
1,-1.12,0,0.0016488999826833606,1.9981322217381714
2,-0.07000000000000003,0,0.0014569999766536057,0.23530564676248383
3,-0.27,0,0.0016615999629721045,0.3188881548071445
4,0.02999999999999997,0,0.0014835000038146973,0.1560728235033478
5,-0.32,0,0.0013426000368781388,0.43487060841779307
6,1.27,1,0.0010737000266090035,1.583538751312984
7,-0.07000000000000003,0,0.0016491000424139202,0.29177633092359434
8,-0.42000000000000004,0,0.0015854999655857682,0.8763467209679826
9,-0.17000000000000004,0,0.001507700013462454,0.20823436559366426
10,-0.42000000000000004,0,0.0013734999811276793,0.8314928611757938
11,-0.37000000000000005,0,0.0014033999759703875,0.5262942068871062
12,1.23,1,0.0017448000144213438,1.5393521009366384
13,0.12999999999999998,0,0.0015580999897792935,0.14328371832735937
14,0.13,0,0.0014841000083833933,0.1557478344453309
15,-0.16999999999999998,0,0.0013934000162407756,0.1414616846367561
16,0.12999999999999998,0,0.0016027999809011817,0.1309004021390828
17,-0.6200000000000001,0,0.0015178999747149646,0.8964239403218891
18,0.02999999999999997,0,0.001608499966096133,0.18245217345828454
19,-0.07000000000000003,0,0.0013149000005796552,0.1628857045604692
20,0.13,0,0.0012856999528594315,0.1577122500531364
