Model,accuracy,precision,recall,f1_score,kta,train_time,train_n
Classical RBF SVM,0.7867092280905398,0.7360263034288398,0.9005747126436782,0.8100284311191522,0.2206030466674486,0.00622868537902832,20
Exact QSVC,0.6877539175856066,0.7085427135678392,0.6482758620689655,0.6770708283313326,0.21851899337679123,4.650049448013306,20
Pegasos QSVC,0.8,0.8,0.8,0.8,0.21851899337679123,0.3008749485015869,20
