Model,accuracy,precision,recall,f1_score,kta,train_time,train_n
Classical RBF SVM,0.5766105629715612,0.6650998824911868,0.3252873563218391,0.43689695098417597,0.1325830870324991,0.0016431808471679688,20
Exact QSVC,0.5522344747533372,0.6340136054421769,0.267816091954023,0.37656565656565655,0.18793759606585794,2.7614006996154785,20
Pegasos QSVC,0.7,0.75,0.6,0.6666666666666666,0.18793759606585794,0.25760602951049805,20
