Model,accuracy,precision,recall,f1_score,kta,train_time,train_n
Classical RBF SVM,0.7785838653511318,0.7395782246199117,0.8666666666666667,0.7980947340566288,0.17660486401083342,0.002969026565551758,20
Exact QSVC,0.5539756239117818,0.7221006564551422,0.1896551724137931,0.30040964952207555,0.2249647167078181,10.850327253341675,20
Pegasos QSVC,0.8,0.8,0.8,0.8,0.2249647167078181,0.29268431663513184,20
