Model,accuracy,precision,recall,f1_score,kta,train_time,train_n
Classical RBF SVM,0.6140452698781196,0.8144171779141104,0.30517241379310345,0.4439799331103679,0.1523442410427075,0.004144906997680664,20
Exact QSVC,0.604178757980267,0.7391857506361323,0.3339080459770115,0.4600158353127474,0.23420538592590445,5.070760250091553,20
Pegasos QSVC,0.9,1.0,0.8,0.8888888888888888,0.23420538592590445,0.35397934913635254,20
