episode,reward,runtime_sec
218,1.0,0.19944199999918055
219,1.0,0.20841189999919152
220,0.7,0.5158757000008336
221,0.9,0.2870872999992571
222,1.0,0.20094719999906374
223,1.0,0.19655779999993683
224,1.0,0.20030489999953716
225,1.0,0.20400850000078208
226,1.0,0.1984136999999464
227,1.0,0.21297919999960868
228,0.9,0.7340896999994584
229,1.0,0.19650170000022626
230,1.0,0.20444250000036845
231,1.0,0.21749409999938507
232,1.0,0.21143040000060864
233,0.9,0.296224900001107
234,1.0,0.2296795000002021
235,0.9,0.31639370000084455
236,0.9,0.34050329999990936
237,0.9,0.38297810000040045
238,1.0,0.22724640000160434
239,1.0,0.252601299998787
240,1.0,0.24330709999958344
241,1.0,0.2027955000012298
242,1.0,0.22058169999945676
243,1.0,0.21189380000032543
244,0.9,0.32682289999866043
245,1.0,0.2535859999989043
246,1.0,0.2510660999996617
247,1.0,0.22522360000039043
248,1.0,0.27423060000000987
249,1.0,0.36138520000167773
250,1.0,0.2042529000009381
