episode,reward,runtime_sec
167,1.0,0.02876730000025418
168,1.0,0.029930500000773463
169,1.0,0.03176340000027267
170,1.0,0.03245909999895957
171,1.0,0.03007629999956407
172,0.9,0.04339260000051581
173,1.0,0.03047589999914635
174,0.8,0.05888950000007753
175,1.0,0.03141989999858197
176,1.0,0.02951980000034382
177,1.0,0.032594199999948614
178,1.0,0.030581799999708892
179,1.0,0.03008149999914167
180,1.0,0.02974739999990561
181,0.8,0.05905669999992824
182,1.0,0.030324999999720603
183,1.0,0.029114900000422494
184,1.0,0.03142440000010538
185,1.0,0.03064480000102776
186,1.0,0.030332000000271364
187,1.0,0.029964800000016112
188,1.0,0.028227300001162803
189,1.0,0.027975799999694573
190,1.0,0.0296675999998115
191,1.0,0.029993500000273343
192,1.0,0.02955600000132108
193,1.0,0.031899499999781256
194,1.0,0.029658699999345117
195,1.0,0.030791499999395455
196,1.0,0.03052879999995639
197,1.0,0.032027700000980985
198,0.8,0.06303180000031716
199,0.9,0.045777499999530846
200,1.0,0.028870600001027924
201,0.9,0.041797899999437504
202,0.9,0.041086000001087086
203,0.4,0.11523889999989478
204,1.0,0.03063099999963015
205,1.0,0.030158099998516263
206,1.0,0.03097920000072918
207,1.0,0.030931399998735287
208,1.0,0.02730100000007951
209,1.0,0.028159499999674154
210,0.8,0.0573727000009967
211,1.0,0.03132299999924726
212,1.0,0.0347684999997
213,1.0,0.03793690000020433
214,0.9,0.048126800000318326
215,1.0,0.02870269999948505
216,0.9,0.04648310000084166
217,0.9,0.045461199999408564
218,0.9,0.04349329999968177
219,1.0,0.02898529999947641
220,1.0,0.03314680000039516
221,1.0,0.03178289999959816
222,1.0,0.028819300001487136
223,1.0,0.0324598999995942
224,1.0,0.03186749999986205
225,0.9,0.052700100000947714
226,1.0,0.035262999999758904
227,1.0,0.030432700001256308
228,1.0,0.03189369999927294
229,1.0,0.0310514000011608
230,1.0,0.03306990000055521
231,1.0,0.031855700000960496
232,0.9,0.04707649999909336
233,1.0,0.03738069999963045
234,1.0,0.031226200000673998
235,1.0,0.03620060000139347
236,1.0,0.03253250000125263
237,1.0,0.03556159999970987
238,1.0,0.030851999999867985
239,1.0,0.029175100000429666
240,1.0,0.0290264000013849
241,1.0,0.028236299998752656
242,1.0,0.027259500000582193
243,1.0,0.02981039999940549
244,1.0,0.030271899999206653
245,1.0,0.029009099998802412
246,1.0,0.029635499999130843
247,1.0,0.03026539999882516
248,1.0,0.029016200000114623
249,1.0,0.02781180000056338
250,1.0,0.028357000001051347
