Model,accuracy,precision,recall,f1_score,kta,train_time,train_n
Classical RBF SVM,0.6140452698781196,0.8144171779141104,0.30517241379310345,0.4439799331103679,0.1523442410427075,0.003391265869140625,20
Exact QSVC,0.585316308763784,0.6608066184074457,0.36724137931034484,0.47210934613963795,0.2275925168881,11.16016936302185,20
Pegasos QSVC,0.65,0.6666666666666666,0.6,0.631578947368421,0.2275925168881,0.3291325569152832,20
