episode,reward,success,runtime_sec,grad_norm
1,-0.21000000000000005,0,0.0020172999938949943,0.272290975018489
2,0.08999999999999997,0,0.0018025999888777733,0.2692179337451597
3,1.3,1,0.0011484000133350492,1.676880041878424
4,-0.66,0,0.0016930000274442136,1.1973841010572899
5,-0.7100000000000001,0,0.0017374999588355422,1.2150587266285766
6,0.08999999999999997,0,0.0017023999826051295,0.2608284137510188
7,1.26,1,0.0015801999834366143,1.5301271036980109
8,0.08999999999999997,0,0.0016480999765917659,0.6274216636151285
9,0.08999999999999997,0,0.0016819000011309981,0.22441268686090302
10,-0.66,0,0.0018185999942943454,0.3864931432142567
11,1.26,1,0.0017097999807447195,1.2840516637791957
12,-0.21000000000000005,0,0.0015421000425703824,0.844087312671624
13,-0.010000000000000037,0,0.0015111000393517315,0.09031237072072361
14,1.03,1,0.0011980999843217432,1.0531629997218985
15,0.08999999999999997,0,0.0018131000106222928,0.2731260752494243
16,1.23,1,0.0012185999657958746,0.8268134175341978
17,1.2,1,0.0010228999890387058,0.751049396650929
18,1.23,1,0.0011919999960809946,1.1176771613515055
19,1.23,1,0.0012676999904215336,0.7654455828106025
20,1.23,1,0.001388800039421767,0.6207240198741049
21,-0.11000000000000004,0,0.0016479000332765281,0.842353101155096
22,1.19,1,0.0015973999979905784,1.424149866002321
23,0.08999999999999997,0,0.0016801999881863594,1.4829287965423306
24,1.23,1,0.0013161999522708356,0.6495422723022252
25,1.26,1,0.0015930000226944685,0.7173005558229512
26,1.23,1,0.0013150000013411045,0.33873500312612215
27,0.99,1,0.0016979999491013587,0.4250529165532824
28,-0.010000000000000037,0,0.0016861999756656587,1.8930723428098468
29,-0.10999999999999999,0,0.001732099975924939,1.3097149113745168
30,1.23,1,0.0013620000099763274,1.0557509820214155
31,1.27,1,0.0009686999837867916,0.26930610339889793
32,-1.1600000000000001,0,0.001684800023213029,2.838565621963761
33,1.09,1,0.0018102999893017113,0.6712156153880001
34,1.19,1,0.0017454999615438282,0.6591535115887747
35,1.2,1,0.001160199986770749,0.34244585195598165
36,0.08999999999999997,0,0.0016980000073090196,1.1656640000152807
37,1.27,1,0.0009479000000283122,0.2540812382047856
38,1.27,1,0.0009444999741390347,0.2243482062849981
39,1.26,1,0.00150529999518767,0.4306741267539909
40,1.3,1,0.0013465999509207904,0.20952502229040776
