Model,accuracy,precision,recall,f1_score,kta,train_time,train_n
Classical RBF SVM,0.6337782936738248,0.6320441988950276,0.6574712643678161,0.6445070422535212,0.1398421338033331,0.006165742874145508,20
Exact QSVC,0.614335461404527,0.6056555269922879,0.6770114942528735,0.6393487109905021,0.13769310267433582,1.8563146591186523,20
Pegasos QSVC,0.75,0.6923076923076923,0.9,0.782608695652174,0.13769310267433582,0.2084670066833496,20
