Model,accuracy,precision,recall,f1_score,kta,train_time,train_n
Classical RBF SVM,0.6140452698781196,0.8144171779141104,0.30517241379310345,0.4439799331103679,0.1523442410427075,0.0015993118286132812,20
Exact QSVC,0.5882182240278584,0.7724957555178268,0.2614942528735632,0.39072563331902105,0.23185961864373497,7.680213689804077,20
Pegasos QSVC,0.85,0.8181818181818182,0.9,0.8571428571428571,0.23185961864373497,0.2962026596069336,20
