Model,accuracy,precision,recall,f1_score,kta,train_time,train_n
Classical RBF SVM,0.6436448055716774,0.6590062111801243,0.6097701149425288,0.6334328358208955,0.14214750612808713,0.002008676528930664,20
Exact QSVC,0.632617527568195,0.6399055489964581,0.6229885057471264,0.6313337216074548,0.13176149642392343,1.7579326629638672,20
Pegasos QSVC,0.65,0.6363636363636364,0.7,0.6666666666666666,0.13176149642392343,0.2972545623779297,20
