Model,accuracy,precision,recall,f1_score,kta,train_time,train_n
Classical RBF SVM,0.7867092280905398,0.7360263034288398,0.9005747126436782,0.8100284311191522,0.2206030466674486,0.002978801727294922,20
Exact QSVC,0.5780615206035984,0.6027298850574713,0.482183908045977,0.5357598978288634,0.22650781202946083,10.617504119873047,20
Pegasos QSVC,0.65,0.6666666666666666,0.6,0.631578947368421,0.22650781202946083,0.30237722396850586,20
