Model,accuracy,precision,recall,f1_score,kta,train_time,train_n
Classical RBF SVM,0.7785838653511318,0.7395782246199117,0.8666666666666667,0.7980947340566288,0.17660486401083342,0.005762577056884766,20
Exact QSVC,0.7173534532791642,0.7849702380952381,0.6063218390804598,0.6841763942931258,0.22269034341815133,5.452319860458374,20
Pegasos QSVC,0.9,0.9,0.9,0.9,0.22269034341815133,0.23340225219726562,20
