episode,reward,success,runtime_sec,grad_norm
1,0.12999999999999998,0,0.7870664999936707,0.06996347732260828
2,0.13,0,0.9172680999618024,0.06996347732260828
3,1.3,1,0.5980295999906957,0.12905640725239184
4,0.12999999999999998,0,0.9966938000288792,0.12905640725239184
5,1.2,1,0.57019710005261,0.527785046149188
6,0.12999999999999998,0,1.208311899972614,0.527785046149188
7,0.12999999999999998,0,0.7203695999924093,0.264034755185708
8,1.27,1,0.8791932999738492,0.264034755185708
9,1.3,1,0.5294746999861673,0.7846555338647206
10,-0.07000000000000003,0,1.0392885999754071,0.7846555338647206
11,1.27,1,0.42649740003980696,0.22129717125756956
12,0.23,0,1.0354146000463516,0.22129717125756956
13,0.12999999999999998,0,0.6541933999978937,0.1320887306476626
14,1.23,1,0.9454011000343598,0.1320887306476626
15,0.12999999999999998,0,0.6241010000230744,0.1277240012622152
16,1.3,1,0.8699789000093006,0.1277240012622152
17,1.13,1,0.631094700016547,0.38201306928419354
18,0.12999999999999998,0,1.0960732000530697,0.38201306928419354
19,-0.07000000000000003,0,0.6762762000435032,0.6875830308152118
20,0.23,0,0.9295573999988846,0.6875830308152118
