episode,reward,success,runtime_sec,grad_norm
1,1.23,1,0.3111227999906987,0.2350414054566915
2,0.23,0,0.313052500016056,0.2350414054566915
3,-0.07000000000000003,0,0.19694280001567677,0.14528800274987794
4,0.02999999999999997,0,0.6349072000011802,0.14528800274987794
5,1.3,1,0.17892730003222823,0.6152347351752923
6,1.3,1,0.29941380000673234,0.6152347351752923
7,0.12999999999999998,0,0.21408409997820854,0.12735616785120862
8,1.27,1,0.28821579995565116,0.12735616785120862
9,-0.07000000000000003,0,0.2875021999934688,0.22864875554375236
10,-0.37000000000000005,0,0.34170370001811534,0.22864875554375236
11,-0.07000000000000003,0,0.2072524999966845,0.43610961852467184
12,1.23,1,0.29495059995679185,0.43610961852467184
13,0.12999999999999998,0,0.21573579998221248,0.3738953714584585
14,-0.17000000000000004,0,0.3092208000016399,0.3738953714584585
15,1.2,1,0.2592422000016086,0.3872245479801582
16,1.3,1,0.3012108000111766,0.3872245479801582
17,1.03,1,0.20880269998451695,0.48241747065989327
18,1.2,1,0.294318399974145,0.48241747065989327
19,0.13,0,0.19915020000189543,0.0596968736586356
20,1.3,1,0.2942711000214331,0.0596968736586356
