molecule,bond_length,method,energy_hartree,delta_hartree,chemical_accuracy
H2,0.6,Exact,-1.0068357436586028,0.0,True
H2,0.6,UCCSD,-1.006835741616807,2.0417958435103856e-09,True
H2,0.6,EfficientSU2,-1.006835527023378,2.1663522487003206e-07,True
H2,0.9,Exact,-0.6949143008765738,0.0,True
H2,0.9,UCCSD,-0.6949139970820529,3.037945208728132e-07,True
H2,0.9,EfficientSU2,-0.6949141490974723,1.517791015093195e-07,True
H2,1.2,Exact,-0.5333639569472137,0.0,True
H2,1.2,UCCSD,-0.5333638911808553,6.576635847022061e-08,True
H2,1.2,EfficientSU2,-0.5333636529284398,3.0401877393337884e-07,True
H2,1.5,Exact,-0.4340581039832632,0.0,True
H2,1.5,UCCSD,-0.4340575639406368,5.400426263957314e-07,True
H2,1.5,EfficientSU2,-0.4340570631722564,1.0408110068249599e-06,True
