molecule,bond_length,method,energy_hartree,delta_hartree,chemical_accuracy
H2,0.6,Exact,-1.0068357436586048,0.0,True
H2,0.6,UCCSD,-1.0068357392150706,4.443534207254629e-09,True
H2,0.6,EfficientSU2,-1.0068355259453763,2.1771322855634878e-07,True
H2,0.9,Exact,-0.6949143008765742,0.0,True
H2,0.9,UCCSD,-0.6949133668655768,9.340109974331767e-07,True
H2,0.9,EfficientSU2,-0.6949142474870783,5.338949593536313e-08,True
H2,1.2,Exact,-0.5333639569472145,0.0,True
H2,1.2,UCCSD,-0.5333632973318411,6.596153734328425e-07,True
H2,1.2,EfficientSU2,-0.5333638708977412,8.604947332457868e-08,True
H2,1.5,Exact,-0.4340581039832629,0.0,True
H2,1.5,UCCSD,-0.43405747908122266,6.249020402249172e-07,True
H2,1.5,EfficientSU2,-0.43405748763676116,6.163465017250402e-07,True
