molecule,bond_length,method,energy_hartree,delta_hartree,chemical_accuracy
H2,0.5,Exact,-1.1884595209700284,0.0,True
H2,0.5,UCCSD,-1.1884590127470598,5.082229685982043e-07,True
H2,0.5,EfficientSU2,-1.1884594784267741,4.2543254252791485e-08,True
H2,0.6,Exact,-1.0068357436586046,0.0,True
H2,0.6,UCCSD,-1.0068355798253512,1.6383325340818544e-07,True
H2,0.6,EfficientSU2,-1.0068353917589612,3.518996434248578e-07,True
H2,0.7,Exact,-0.8747272931089941,0.0,True
H2,0.7,UCCSD,-0.874727197659582,9.54494121518934e-08,True
H2,0.7,EfficientSU2,-0.8747270560054806,2.3710351348960046e-07,True
H2,0.8,Exact,-0.7741471707043228,0.0,True
H2,0.8,UCCSD,-0.7741471339971533,3.670716952619557e-08,True
H2,0.8,EfficientSU2,-0.7741468502704758,3.204338470119694e-07,True
H2,0.9,Exact,-0.6949143008765731,0.0,True
H2,0.9,UCCSD,-0.6949139831729924,3.177035807766515e-07,True
H2,0.9,EfficientSU2,-0.6949142463903429,5.44862301943283e-08,True
H2,1.0,Exact,-0.6308237234452478,0.0,True
H2,1.0,UCCSD,-0.6308236266759593,9.676928858226574e-08,True
H2,1.0,EfficientSU2,-0.6308234304809182,2.929643296845086e-07,True
H2,1.1,Exact,-0.5778734426397818,0.0,True
H2,1.1,UCCSD,-0.5778732980349719,1.4460480990408087e-07,True
H2,1.1,EfficientSU2,-0.5778728164390226,6.262007592461316e-07,True
H2,1.2,Exact,-0.533363956947214,0.0,True
H2,1.2,UCCSD,-0.5333636574929902,2.9945422375110553e-07,True
H2,1.2,EfficientSU2,-0.533363785150566,1.7179664790756277e-07,True
H2,1.3,Exact,-0.4954068275794369,0.0,True
H2,1.3,UCCSD,-0.49540631916584166,5.084135952238e-07,True
H2,1.3,EfficientSU2,-0.4954064870687416,3.405106953069392e-07,True
H2,1.4,Exact,-0.4626405202587634,0.0,True
H2,1.4,UCCSD,-0.46263977902594605,7.412328173472815e-07,True
H2,1.4,EfficientSU2,-0.4626399776474353,5.426113280915246e-07,True
H2,1.5,Exact,-0.43405810398326256,0.0,True
H2,1.5,UCCSD,-0.4340579692250594,1.347582031518968e-07,True
H2,1.5,EfficientSU2,-0.4340573457411691,7.582420934459932e-07,True
H2,1.6,Exact,-0.4088985354668996,0.0,True
H2,1.6,UCCSD,-0.40889828694606145,2.4852083813087233e-07,True
H2,1.6,EfficientSU2,-0.40889755978328224,9.756836173435701e-07,True
H2,1.7,Exact,-0.38657570412937625,0.0,True
H2,1.7,UCCSD,-0.3865753257514336,3.7837794264472535e-07,True
H2,1.7,EfficientSU2,-0.3865745160359355,1.1880934407404453e-06,True
H2,1.8,Exact,-0.3666307535201347,0.0,True
H2,1.8,UCCSD,-0.3666302375942631,5.159258715803361e-07,True
H2,1.8,EfficientSU2,-0.36663023451483584,5.190052988490734e-07,True
H2,1.9,Exact,-0.3486992207596102,0.0,True
H2,1.9,UCCSD,-0.34869856505813485,6.557014753383328e-07,True
H2,1.9,EfficientSU2,-0.34869856657513193,6.541844782548267e-07,True
H2,2.0,Exact,-0.3324878784647296,0.0,True
H2,2.0,UCCSD,-0.33248708429186746,7.941728621396749e-07,True
H2,2.0,EfficientSU2,-0.33248708970851815,7.88756211456132e-07,True
H2,2.1,Exact,-0.3177580890725076,0.0,True
H2,2.1,UCCSD,-0.31775715998137644,9.290911311410355e-07,True
H2,2.1,EfficientSU2,-0.3177571687235402,9.203489673703658e-07,True
H2,2.2,Exact,-0.30431362762434433,0.0,True
H2,2.2,UCCSD,-0.30431256855752786,1.059066816466725e-06,True
H2,2.2,EfficientSU2,-0.3043125801482248,1.04747611950895e-06,True
H2,2.3,Exact,-0.29199163150697166,0.0,True
H2,2.3,UCCSD,-0.29199123935142196,3.9215554969995736e-07,True
H2,2.3,EfficientSU2,-0.29199046225790276,1.1692490688997026e-06,True
H2,2.4,Exact,-0.2806557774731224,0.0,True
H2,2.4,UCCSD,-0.28065530585264264,4.7162047978055455e-07,True
H2,2.4,EfficientSU2,-0.28065449228878536,1.28518433706315e-06,True
H2,2.5,Exact,-0.2701910707283011,0.0,True
H2,2.5,UCCSD,-0.2701905198101054,5.509181957297216e-07,True
H2,2.5,EfficientSU2,-0.2701896756558279,1.3950724732092468e-06,True
