molecule,bond_length,method,energy_hartree,delta_hartree,chemical_accuracy
H2,0.5,Exact,nan,0.0,False
H2,0.5,UCCSD,nan,nan,False
H2,0.5,EfficientSU2,nan,nan,False
H2,0.6,Exact,nan,0.0,False
H2,0.6,UCCSD,nan,nan,False
H2,0.6,EfficientSU2,nan,nan,False
H2,0.7,Exact,nan,0.0,False
H2,0.7,UCCSD,nan,nan,False
H2,0.7,EfficientSU2,nan,nan,False
H2,0.8,Exact,nan,0.0,False
H2,0.8,UCCSD,nan,nan,False
H2,0.8,EfficientSU2,nan,nan,False
H2,0.9,Exact,nan,0.0,False
H2,0.9,UCCSD,nan,nan,False
H2,0.9,EfficientSU2,nan,nan,False
H2,1.0,Exact,nan,0.0,False
H2,1.0,UCCSD,nan,nan,False
H2,1.0,EfficientSU2,nan,nan,False
H2,1.1,Exact,nan,0.0,False
H2,1.1,UCCSD,nan,nan,False
H2,1.1,EfficientSU2,nan,nan,False
H2,1.2,Exact,nan,0.0,False
H2,1.2,UCCSD,nan,nan,False
H2,1.2,EfficientSU2,nan,nan,False
H2,1.3,Exact,nan,0.0,False
H2,1.3,UCCSD,nan,nan,False
H2,1.3,EfficientSU2,nan,nan,False
H2,1.4,Exact,nan,0.0,False
H2,1.4,UCCSD,nan,nan,False
H2,1.4,EfficientSU2,nan,nan,False
H2,1.5,Exact,nan,0.0,False
H2,1.5,UCCSD,nan,nan,False
H2,1.5,EfficientSU2,nan,nan,False
H2,1.6,Exact,nan,0.0,False
H2,1.6,UCCSD,nan,nan,False
H2,1.6,EfficientSU2,nan,nan,False
H2,1.7,Exact,nan,0.0,False
H2,1.7,UCCSD,nan,nan,False
H2,1.7,EfficientSU2,nan,nan,False
H2,1.8,Exact,nan,0.0,False
H2,1.8,UCCSD,nan,nan,False
H2,1.8,EfficientSU2,nan,nan,False
H2,1.9,Exact,nan,0.0,False
H2,1.9,UCCSD,nan,nan,False
H2,1.9,EfficientSU2,nan,nan,False
H2,2.0,Exact,nan,0.0,False
H2,2.0,UCCSD,nan,nan,False
H2,2.0,EfficientSU2,nan,nan,False
H2,2.1,Exact,nan,0.0,False
H2,2.1,UCCSD,nan,nan,False
H2,2.1,EfficientSU2,nan,nan,False
H2,2.2,Exact,nan,0.0,False
H2,2.2,UCCSD,nan,nan,False
H2,2.2,EfficientSU2,nan,nan,False
H2,2.3,Exact,nan,0.0,False
H2,2.3,UCCSD,nan,nan,False
H2,2.3,EfficientSU2,nan,nan,False
H2,2.4,Exact,nan,0.0,False
H2,2.4,UCCSD,nan,nan,False
H2,2.4,EfficientSU2,nan,nan,False
H2,2.5,Exact,nan,0.0,False
H2,2.5,UCCSD,nan,nan,False
H2,2.5,EfficientSU2,nan,nan,False
