molecule,bond_length,method,energy_hartree,delta_hartree,chemical_accuracy
H2,0.5,Exact,-1.188459520970032,0.0,True
H2,0.5,UCCSD,-1.1884592560284348,2.6494159710566123e-07,True
H2,0.5,EfficientSU2,-1.1884595192039327,1.7660992668311337e-09,True
H2,0.6,Exact,-1.0068357436586022,0.0,True
H2,0.6,UCCSD,-1.0068357066531934,3.700540873730063e-08,True
H2,0.6,EfficientSU2,-1.0068356100526097,1.3360599249168104e-07,True
H2,0.7,Exact,-0.8747272931089943,0.0,True
H2,0.7,UCCSD,-0.874727180363937,1.1274505729019779e-07,True
H2,0.7,EfficientSU2,-0.8747270523801175,2.4072887683246336e-07,True
H2,0.8,Exact,-0.7741471707043188,0.0,True
H2,0.8,UCCSD,-0.7741471138419924,5.686232640300659e-08,True
H2,0.8,EfficientSU2,-0.7741470730171578,9.76871610269825e-08,True
H2,0.9,Exact,-0.694914300876572,0.0,True
H2,0.9,UCCSD,-0.694913961369351,3.395072210032879e-07,True
H2,0.9,EfficientSU2,-0.6949139872407178,3.1363585417665263e-07,True
H2,1.0,Exact,-0.6308237234452474,0.0,True
H2,1.0,UCCSD,-0.630823702057836,2.138741139745548e-08,True
H2,1.0,EfficientSU2,-0.6308230371280696,6.86317177756024e-07,True
H2,1.1,Exact,-0.5778734426397807,0.0,True
H2,1.1,UCCSD,-0.5778733400520395,1.0258774119087377e-07,True
H2,1.1,EfficientSU2,-0.5778732106897886,2.3194999210218725e-07,True
H2,1.2,Exact,-0.5333639569472134,0.0,True
H2,1.2,UCCSD,-0.5333636740234622,2.8292375120475555e-07,True
H2,1.2,EfficientSU2,-0.5333635257072319,4.31239981502074e-07,True
H2,1.3,Exact,-0.4954068275794382,0.0,True
H2,1.3,UCCSD,-0.49540631591135653,5.116680816819041e-07,True
H2,1.3,EfficientSU2,-0.4954061539653736,6.736140646390609e-07,True
H2,1.4,Exact,-0.46264052025876395,0.0,True
H2,1.4,UCCSD,-0.46264043655485826,8.370390569556463e-08,True
H2,1.4,EfficientSU2,-0.462639588470292,9.317884719362013e-07,True
H2,1.5,Exact,-0.43405810398326267,0.0,True
H2,1.5,UCCSD,-0.4340579184407876,1.855424750507595e-07,True
H2,1.5,EfficientSU2,-0.434057695274679,4.0870858364350227e-07,True
H2,1.6,Exact,-0.40889853546690014,0.0,True
H2,1.6,UCCSD,-0.4088982224691533,3.1299774683191117e-07,True
H2,1.6,EfficientSU2,-0.40889797227242264,5.631944774986408e-07,True
H2,1.7,Exact,-0.3865757041293768,0.0,True
H2,1.7,UCCSD,-0.3865752502485188,4.538808580090148e-07,True
H2,1.7,EfficientSU2,-0.3865749787661986,7.253631781889425e-07,True
H2,1.8,Exact,-0.3666307535201347,0.0,True
H2,1.8,UCCSD,-0.36663015316812847,6.00352006219218e-07,True
H2,1.8,EfficientSU2,-0.36662986489764554,8.886224891480055e-07,True
H2,1.9,Exact,-0.34869922075960963,0.0,True
H2,1.9,UCCSD,-0.34869847338535015,7.473742594799049e-07,True
H2,1.9,EfficientSU2,-0.3486981718851527,1.0488744569547848e-06,True
H2,2.0,Exact,-0.3324878784647297,0.0,True
H2,2.0,UCCSD,-0.33248698672223165,8.91742498065895e-07,True
H2,2.0,EfficientSU2,-0.33248667483409067,1.2036306390461604e-06,True
H2,2.1,Exact,-0.3177580890725068,0.0,True
H2,2.1,UCCSD,-0.31775705761098505,1.0314615217499323e-06,True
H2,2.1,EfficientSU2,-0.3177567376228031,1.3514497037014905e-06,True
H2,2.2,Exact,-0.30431362762434433,0.0,True
H2,2.2,UCCSD,-0.3043132624892658,3.6513507850610694e-07,True
H2,2.2,EfficientSU2,-0.30431213605010266,1.4915742416743427e-06,True
H2,2.3,Exact,-0.2919916315069721,0.0,True
H2,2.3,UCCSD,-0.29199118293373744,4.4857323466818144e-07,True
H2,2.3,EfficientSU2,-0.29199000781385626,1.6236931158486456e-06,True
H2,2.4,Exact,-0.280655777473123,0.0,True
H2,2.4,UCCSD,-0.2806552450600033,5.32413119702646e-07,True
H2,2.4,EfficientSU2,-0.280654869861909,9.076112139627668e-07,True
H2,2.5,Exact,-0.2701910707283005,0.0,True
H2,2.5,UCCSD,-0.27019045528188546,6.15446415053178e-07,True
H2,2.5,EfficientSU2,-0.2701900690023344,1.0017259661210254e-06,True
