molecule,bond_length,method,energy_hartree,delta_hartree,chemical_accuracy
H2,0.5,Exact,-1.1884595209700355,0.0,True
H2,0.5,UCCSD,-1.1884595170343948,3.935640702223964e-09,True
H2,0.5,EfficientSU2,-1.1884591673689457,3.536010897420283e-07,True
H2,0.6,Exact,-1.0068357436586017,0.0,True
H2,0.6,UCCSD,-1.006835699561618,4.409698384222338e-08,True
H2,0.6,EfficientSU2,-1.0068354818390775,2.618195242831689e-07,True
H2,0.7,Exact,-0.874727293108993,0.0,True
H2,0.7,UCCSD,-0.8747272437665871,4.934240593890138e-08,True
H2,0.7,EfficientSU2,-0.8747268957856132,3.9732337975273424e-07,True
H2,0.8,Exact,-0.7741471707043215,0.0,True
H2,0.8,UCCSD,-0.7741470918628424,7.884147912307071e-08,True
H2,0.8,EfficientSU2,-0.7741470589238251,1.1178049641458188e-07,True
H2,0.9,Exact,-0.6949143008765731,0.0,True
H2,0.9,UCCSD,-0.6949141907028779,1.1017369527799303e-07,True
H2,0.9,EfficientSU2,-0.6949138343460842,4.6653048890732407e-07,True
H2,1.0,Exact,-0.6308237234452443,0.0,True
H2,1.0,UCCSD,-0.6308235906603203,1.3278492394519503e-07,True
H2,1.0,EfficientSU2,-0.6308235384127596,1.8503248466750222e-07,True
H2,1.1,Exact,-0.5778734426397822,0.0,True
H2,1.1,UCCSD,-0.5778731332734053,3.0936637696044045e-07,True
H2,1.1,EfficientSU2,-0.5778729963415468,4.462982354791478e-07,True
H2,1.2,Exact,-0.5333639569472131,0.0,True
H2,1.2,UCCSD,-0.5333633969830548,5.599641582643144e-07,True
H2,1.2,EfficientSU2,-0.5333631972984004,7.596488126315748e-07,True
H2,1.3,Exact,-0.4954068275794381,0.0,True
H2,1.3,UCCSD,-0.49540676378704596,6.379239214648891e-08,True
H2,1.3,EfficientSU2,-0.4954057397284418,1.0878509962841676e-06,True
H2,1.4,Exact,-0.46264052025876384,0.0,True
H2,1.4,UCCSD,-0.46264034025123507,1.8000752877167514e-07,True
H2,1.4,EfficientSU2,-0.46264002166278234,4.985959815018148e-07,True
H2,1.5,Exact,-0.4340581039832632,0.0,True
H2,1.5,UCCSD,-0.4340577753184112,3.2866485200067075e-07,True
H2,1.5,EfficientSU2,-0.4340573954527353,7.085305279153076e-07,True
H2,1.6,Exact,-0.40889853546689925,0.0,True
H2,1.6,UCCSD,-0.4088980419134782,4.935534210215309e-07,True
H2,1.6,EfficientSU2,-0.40889761390628765,9.215606115997588e-07,True
H2,1.7,Exact,-0.38657570412937803,0.0,True
H2,1.7,UCCSD,-0.3865750395664195,6.645629585522173e-07,True
H2,1.7,EfficientSU2,-0.3865745735807886,1.1305485894119727e-06,True
H2,1.8,Exact,-0.3666307535201356,0.0,True
H2,1.8,UCCSD,-0.3666299181203388,8.35399796783598e-07,True
H2,1.8,EfficientSU2,-0.3666294221166107,1.3314035248734868e-06,True
H2,1.9,Exact,-0.34869922075960985,0.0,True
H2,1.9,UCCSD,-0.3486989804623339,2.402972759663058e-07,True
H2,1.9,EfficientSU2,-0.34869769884416385,1.5219154460011097e-06,True
H2,2.0,Exact,-0.3324878784647296,0.0,True
H2,2.0,UCCSD,-0.3324875475028326,3.3096189699932665e-07,True
H2,2.0,EfficientSU2,-0.33248617742351005,1.7010412195483937e-06,True
H2,2.1,Exact,-0.3177580890725067,0.0,True
H2,2.1,UCCSD,-0.3177576629487536,4.2612375306116945e-07,True
H2,2.1,EfficientSU2,-0.3177571076832445,9.813892621890474e-07,True
H2,2.2,Exact,-0.30431362762434455,0.0,True
H2,2.2,UCCSD,-0.3043131046542258,5.229701187658975e-07,True
H2,2.2,EfficientSU2,-0.3043125168463461,1.110777998469814e-06,True
H2,2.3,Exact,-0.291991631506971,0.0,True
H2,2.3,UCCSD,-0.29199101194970994,6.195572610501188e-07,True
H2,2.3,EfficientSU2,-0.29199039712615943,1.2343808115655719e-06,True
H2,2.4,Exact,-0.2806557774731234,0.0,True
H2,2.4,UCCSD,-0.28065506291876563,7.145543577946611e-07,True
H2,2.4,EfficientSU2,-0.2806544256848351,1.3517882883062882e-06,True
H2,2.5,Exact,-0.27019107072830123,0.0,True
H2,2.5,UCCSD,-0.27019026366259197,8.070657092629219e-07,True
H2,2.5,EfficientSU2,-0.27018960787755436,1.4628507468694707e-06,True
