molecule,bond_length,method,energy_hartree,delta_hartree,chemical_accuracy
H2,0.5,Exact,-1.188459520970035,0.0,True
H2,0.5,UCCSD,-1.1884594372908515,8.367918358231918e-08,True
H2,0.5,EfficientSU2,-1.1884593630759586,1.578940764801473e-07,True
H2,0.6,Exact,-1.0068357436586026,0.0,True
H2,0.6,UCCSD,-1.0068356051174374,1.385411652066182e-07,True
H2,0.6,EfficientSU2,-1.0068355462668417,1.9739176093658273e-07,True
H2,0.7,Exact,-0.8747272931089937,0.0,True
H2,0.7,UCCSD,-0.8747271976810472,9.542794643380148e-08,True
H2,0.7,EfficientSU2,-0.8747272444738202,4.86351734441115e-08,True
H2,0.8,Exact,-0.7741471707043215,0.0,True
H2,0.8,UCCSD,-0.7741470606782279,1.1002609356935977e-07,True
H2,0.8,EfficientSU2,-0.7741467342615609,4.3644276059850995e-07,True
H2,0.9,Exact,-0.6949143008765714,0.0,True
H2,0.9,UCCSD,-0.6949140484107948,2.524657765068383e-07,True
H2,0.9,EfficientSU2,-0.6949142813853838,1.9491187552844735e-08,True
H2,1.0,Exact,-0.6308237234452483,0.0,True
H2,1.0,UCCSD,-0.630823490637529,2.3280771932476796e-07,True
H2,1.0,EfficientSU2,-0.6308235917901825,1.3165506573820096e-07,True
H2,1.1,Exact,-0.577873442639782,0.0,True
H2,1.1,UCCSD,-0.5778730651727662,3.7746701586627296e-07,True
H2,1.1,EfficientSU2,-0.5778730687732156,3.7386656637217186e-07,True
H2,1.2,Exact,-0.5333639569472132,0.0,True
H2,1.2,UCCSD,-0.5333639015860955,5.536111769011143e-08,True
H2,1.2,EfficientSU2,-0.5333632835189147,6.734282984588447e-07,True
H2,1.3,Exact,-0.4954068275794363,0.0,True
H2,1.3,UCCSD,-0.49540665160499153,1.7597444479378055e-07,True
H2,1.3,EfficientSU2,-0.49540670695243116,1.206270051623548e-07,True
H2,1.4,Exact,-0.4626405202587643,0.0,True
H2,1.4,UCCSD,-0.4626401791079137,3.411508505690719e-07,True
H2,1.4,EfficientSU2,-0.46264026089093097,2.593678333218108e-07,True
H2,1.5,Exact,-0.4340581039832631,0.0,True
H2,1.5,UCCSD,-0.4340575757652851,5.282179780241592e-07,True
H2,1.5,EfficientSU2,-0.4340576783131899,4.2567007318972117e-07,True
H2,1.6,Exact,-0.408898535466899,0.0,True
H2,1.6,UCCSD,-0.40889841914156877,1.1632533025718317e-07,True
H2,1.6,EfficientSU2,-0.40889793099103444,6.044758645851189e-07,True
H2,1.7,Exact,-0.38657570412937736,0.0,True
H2,1.7,UCCSD,-0.3865755053128883,1.9881648904984672e-07,True
H2,1.7,EfficientSU2,-0.3865749176146809,7.865146964824987e-07,True
H2,1.8,Exact,-0.36663075352013436,0.0,True
H2,1.8,UCCSD,-0.3666304559928644,2.975272699323739e-07,True
H2,1.8,EfficientSU2,-0.36662978740446633,9.661156680218497e-07,True
H2,1.9,Exact,-0.34869922075960974,0.0,True
H2,1.9,UCCSD,-0.34869881546225306,4.052973566759377e-07,True
H2,1.9,EfficientSU2,-0.3486988802880063,3.4047160346606375e-07,True
H2,2.0,Exact,-0.3324878784647298,0.0,True
H2,2.0,UCCSD,-0.3324873611747622,5.172899676386677e-07,True
H2,2.0,EfficientSU2,-0.3324874312916932,4.4717303659957963e-07,True
H2,2.1,Exact,-0.3177580890725067,0.0,True
H2,2.1,UCCSD,-0.3177574588323667,6.302401399649327e-07,True
H2,2.1,EfficientSU2,-0.3177575333014102,5.557710964776419e-07,True
H2,2.2,Exact,-0.3043136276243442,0.0,True
H2,2.2,UCCSD,-0.30431288566612646,7.41958217753691e-07,True
H2,2.2,EfficientSU2,-0.30431296371676886,6.639075753600565e-07,True
H2,2.3,Exact,-0.2919916315069723,0.0,True
H2,2.3,UCCSD,-0.2919907805102652,8.509967071024249e-07,True
H2,2.3,EfficientSU2,-0.2919908615059034,7.700010689060122e-07,True
H2,2.4,Exact,-0.28065577747312254,0.0,True
H2,2.4,UCCSD,-0.2806548210494302,9.564236923553793e-07,True
H2,2.4,EfficientSU2,-0.2806549044608354,8.730122871281054e-07,True
H2,2.5,Exact,-0.270191070728301,0.0,True
H2,2.5,UCCSD,-0.2701900130614218,1.0576668791895116e-06,True
H2,2.5,EfficientSU2,-0.2701900984461883,9.722821127100545e-07,True
