molecule,bond_length,method,energy_hartree,delta_hartree,chemical_accuracy
H2,0.5,Exact,-1.1884595209700302,0.0,True
H2,0.5,UCCSD,-1.1884594699392195,5.103081068824622e-08,True
H2,0.5,EfficientSU2,-1.188459429273247,9.16967830555393e-08,True
H2,0.6,Exact,-1.0068357436586046,0.0,True
H2,0.6,UCCSD,-1.0068356661832392,7.747536545643641e-08,True
H2,0.6,EfficientSU2,-1.006835408832438,3.348261665703234e-07,True
H2,0.7,Exact,-0.874727293108993,0.0,True
H2,0.7,UCCSD,-0.8747272278677635,6.524122952988876e-08,True
H2,0.7,EfficientSU2,-0.874727165189842,1.279191510494826e-07,True
H2,0.8,Exact,-0.7741471707043197,0.0,True
H2,0.8,UCCSD,-0.7741470735785356,9.712578408205275e-08,True
H2,0.8,EfficientSU2,-0.7741468039883392,3.667159804709996e-07,True
H2,0.9,Exact,-0.6949143008765714,0.0,True
H2,0.9,UCCSD,-0.6949141151600401,1.8571653126464582e-07,True
H2,0.9,EfficientSU2,-0.6949141846336776,1.162428937551141e-07,True
H2,1.0,Exact,-0.6308237234452483,0.0,True
H2,1.0,UCCSD,-0.630823539178011,1.8426723724651595e-07,True
H2,1.0,EfficientSU2,-0.6308233466814186,3.7676382969031863e-07,True
H2,1.1,Exact,-0.5778734426397816,0.0,True
H2,1.1,UCCSD,-0.5778730999100634,3.4272971816129427e-07,True
H2,1.1,EfficientSU2,-0.5778727172832276,7.253565539322437e-07,True
H2,1.2,Exact,-0.5333639569472135,0.0,True
H2,1.2,UCCSD,-0.5333633775441676,5.794030458750044e-07,True
H2,1.2,EfficientSU2,-0.5333636823613653,2.745858481700836e-07,True
H2,1.3,Exact,-0.4954068275794383,0.0,True
H2,1.3,UCCSD,-0.4954067603329718,6.724646650635435e-08,True
H2,1.3,EfficientSU2,-0.49540634779744364,4.797819946888993e-07,True
H2,1.4,Exact,-0.4626405202587646,0.0,True
H2,1.4,UCCSD,-0.46264033155044665,1.8870831797190846e-07,True
H2,1.4,EfficientSU2,-0.4626398104549046,7.098038600217293e-07,True
H2,1.5,Exact,-0.434058103983262,0.0,True
H2,1.5,UCCSD,-0.43405776245839417,3.4152486783067815e-07,True
H2,1.5,EfficientSU2,-0.43405715702440556,9.469588564403608e-07,True
H2,1.6,Exact,-0.40889853546690036,0.0,True
H2,1.6,UCCSD,-0.40889802572864997,5.097382503871373e-07,True
H2,1.6,EfficientSU2,-0.40889735440092767,1.181065972688522e-06,True
H2,1.7,Exact,-0.38657570412937725,0.0,True
H2,1.7,UCCSD,-0.38657502070635286,6.834230243946138e-07,True
H2,1.7,EfficientSU2,-0.3865751316376743,5.724917029326093e-07,True
H2,1.8,Exact,-0.36663075352013447,0.0,True
H2,1.8,UCCSD,-0.36662989709711663,8.564230178365051e-07,True
H2,1.8,EfficientSU2,-0.3666300305755957,7.229445387890721e-07,True
H2,1.9,Exact,-0.34869922075960963,0.0,True
H2,1.9,UCCSD,-0.34869897994916316,2.408104464723948e-07,True
H2,1.9,EfficientSU2,-0.3486983478244042,8.729352054537287e-07,True
H2,2.0,Exact,-0.3324878784647285,0.0,True
H2,2.0,UCCSD,-0.33248754735554464,3.3110918384871013e-07,True
H2,2.0,EfficientSU2,-0.33248685899348684,1.0194712416478069e-06,True
H2,2.1,Exact,-0.3177580890725069,0.0,True
H2,2.1,UCCSD,-0.31775766311515175,4.25957355165707e-07,True
H2,2.1,EfficientSU2,-0.3177569283516246,1.1607208822983495e-06,True
H2,2.2,Exact,-0.30431362762434455,0.0,True
H2,2.2,UCCSD,-0.3043131050908454,5.225334991365571e-07,True
H2,2.2,EfficientSU2,-0.3043123320034965,1.2956208480519038e-06,True
H2,2.3,Exact,-0.29199163150697177,0.0,True
H2,2.3,UCCSD,-0.29199101262008814,6.188868836298766e-07,True
H2,2.3,EfficientSU2,-0.2919902078890145,1.423617957296841e-06,True
H2,2.4,Exact,-0.2806557774731223,0.0,True
H2,2.4,UCCSD,-0.2806550637921057,7.136810166175067e-07,True
H2,2.4,EfficientSU2,-0.2806542329761932,1.5444969291289468e-06,True
H2,2.5,Exact,-0.27019107072830123,0.0,True
H2,2.5,UCCSD,-0.2701902647127225,8.060155787248391e-07,True
H2,2.5,EfficientSU2,-0.2701894124637521,1.6582645491203252e-06,True
