molecule,bond_length,method,energy_hartree,delta_hartree,chemical_accuracy
H2,0.5,Exact,-1.1884595209700302,0.0,True
H2,0.5,UCCSD,-1.1884595034097014,1.7560328746668574e-08,True
H2,0.5,EfficientSU2,-1.188459408778166,1.1219186424327177e-07,True
H2,0.6,Exact,-1.0068357436586044,0.0,True
H2,0.6,UCCSD,-1.0068355515311194,1.9212748503250054e-07,True
H2,0.6,EfficientSU2,-1.006835526476494,2.1718211029586598e-07,True
H2,0.7,Exact,-0.8747272931089946,0.0,True
H2,0.7,UCCSD,-0.8747272875306452,5.578349338009048e-09,True
H2,0.7,EfficientSU2,-0.8747271202663506,1.7284264397510185e-07,True
H2,0.8,Exact,-0.7741471707043222,0.0,True
H2,0.8,UCCSD,-0.774146970132251,2.0057207117396558e-07,True
H2,0.8,EfficientSU2,-0.7741471282279206,4.2476401507229866e-08,True
H2,0.9,Exact,-0.6949143008765725,0.0,True
H2,0.9,UCCSD,-0.6949139040558548,3.968207176185956e-07,True
H2,0.9,EfficientSU2,-0.6949140260103025,2.7486626996697794e-07,True
H2,1.0,Exact,-0.6308237234452472,0.0,True
H2,1.0,UCCSD,-0.6308236297477225,9.369752462795589e-08,True
H2,1.0,EfficientSU2,-0.6308236844143782,3.903086898127128e-08,True
H2,1.1,Exact,-0.57787344263978,0.0,True
H2,1.1,UCCSD,-0.5778731205836576,3.220561224370755e-07,True
H2,1.1,EfficientSU2,-0.5778733042854827,1.383542973520946e-07,True
H2,1.2,Exact,-0.5333639569472144,0.0,True
H2,1.2,UCCSD,-0.5333633453609307,6.115862837274832e-07,True
H2,1.2,EfficientSU2,-0.5333636248786691,3.320685453278571e-07,True
H2,1.3,Exact,-0.49540682757943744,0.0,True
H2,1.3,UCCSD,-0.4954065816776906,2.459017468536828e-07,True
H2,1.3,EfficientSU2,-0.495406256771448,5.70807989430655e-07,True
H2,1.4,Exact,-0.46264052025876384,0.0,True
H2,1.4,UCCSD,-0.4626401581879264,3.6207083742301194e-07,True
H2,1.4,EfficientSU2,-0.4626403954339681,1.2482479572195615e-07,True
H2,1.5,Exact,-0.4340581039832629,0.0,True
H2,1.5,UCCSD,-0.4340575942103168,5.097729460779021e-07,True
H2,1.5,EfficientSU2,-0.434057866956637,2.3702662588220846e-07,True
H2,1.6,Exact,-0.4088985354668997,0.0,True
H2,1.6,UCCSD,-0.4088978623832922,6.730836075163893e-07,True
H2,1.6,EfficientSU2,-0.4088981627868169,3.72680082794119e-07,True
H2,1.7,Exact,-0.38657570412937703,0.0,True
H2,1.7,UCCSD,-0.3865748620382443,8.420911327133851e-07,True
H2,1.7,EfficientSU2,-0.38657518404704494,5.200823320894443e-07,True
H2,1.8,Exact,-0.36663075352013447,0.0,True
H2,1.8,UCCSD,-0.3666297428786302,1.0106415042621109e-06,True
H2,1.8,EfficientSU2,-0.3666300817659071,6.717542273548816e-07,True
H2,1.9,Exact,-0.3486992207596093,0.0,True
H2,1.9,UCCSD,-0.3486980457938938,1.1749657155002424e-06,True
H2,1.9,EfficientSU2,-0.3486983978288479,8.229307614238124e-07,True
H2,2.0,Exact,-0.33248787846472894,0.0,True
H2,2.0,UCCSD,-0.3324873586720368,5.197926921107765e-07,True
H2,2.0,EfficientSU2,-0.3324869078499896,9.706147393595543e-07,True
H2,2.1,Exact,-0.3177580890725076,0.0,True
H2,2.1,UCCSD,-0.3177574588593728,6.302131347890594e-07,True
H2,2.1,EfficientSU2,-0.31775697610054954,1.1129719580393882e-06,True
H2,2.2,Exact,-0.3043136276243442,0.0,True
H2,2.2,UCCSD,-0.3043128878753957,7.397489485416742e-07,True
H2,2.2,EfficientSU2,-0.30431319561356773,4.320107764854697e-07,True
H2,2.3,Exact,-0.29199163150697244,0.0,True
H2,2.3,UCCSD,-0.2919907846101227,8.46896849759915e-07,True
H2,2.3,EfficientSU2,-0.2919911114455131,5.200614593414699e-07,True
H2,2.4,Exact,-0.28065577747312276,0.0,True
H2,2.4,UCCSD,-0.28065482679337284,9.506797499225783e-07,True
H2,2.4,EfficientSU2,-0.2806551696803522,6.07792770557225e-07,True
H2,2.5,Exact,-0.2701910707283014,0.0,True
H2,2.5,UCCSD,-0.2701900202398349,1.0504884664919167e-06,True
H2,2.5,EfficientSU2,-0.2701903766177133,6.941105881175247e-07,True
