molecule,bond_length,method,energy_hartree,delta_hartree,chemical_accuracy
H2,0.6,Exact,-1.0068357436586042,0.0,True
H2,0.6,UCCSD,-1.0068352821342337,4.615243704986227e-07,True
H2,0.6,EfficientSU2,-1.0068354070680805,3.3659052367518427e-07,True
H2,0.9,Exact,-0.6949143008765725,0.0,True
H2,0.9,UCCSD,-0.694914211788883,8.908768944770884e-08,True
H2,0.9,EfficientSU2,-0.6949142667939884,3.40825840883241e-08,True
H2,1.2,Exact,-0.5333639569472141,0.0,True
H2,1.2,UCCSD,-0.5333634325085601,5.244386539482448e-07,True
H2,1.2,EfficientSU2,-0.533363892233206,6.471400804120009e-08,True
H2,1.5,Exact,-0.434058103983263,0.0,True
H2,1.5,UCCSD,-0.4340579148346006,1.8914866239949646e-07,True
H2,1.5,EfficientSU2,-0.4340575290493565,5.749339064831105e-07,True
