molecule,bond_length,method,energy_hartree,delta_hartree,chemical_accuracy
H2,0.6,Exact,-1.0068357436586037,0.0,True
H2,0.6,UCCSD,-1.0068357279300775,1.572852625919552e-08,True
H2,0.6,EfficientSU2,-1.006835697268057,4.639054673738485e-08,True
H2,0.9,Exact,-0.6949143008765736,0.0,True
H2,0.9,UCCSD,-0.6949142820210595,1.8855514039017862e-08,True
H2,0.9,EfficientSU2,-0.6949141614048203,1.3947175325768058e-07,True
H2,1.2,Exact,-0.5333639569472141,0.0,True
H2,1.2,UCCSD,-0.5333634892288408,4.677183732537671e-07,True
H2,1.2,EfficientSU2,-0.5333637465902935,2.1035692054915955e-07,True
H2,1.5,Exact,-0.4340581039832632,0.0,True
H2,1.5,UCCSD,-0.4340577251218724,3.788613908151106e-07,True
H2,1.5,EfficientSU2,-0.434057254940541,8.490427222396235e-07,True
