molecule,bond_length,method,energy_hartree,delta_hartree,chemical_accuracy
H2,0.5,Exact,-1.188459520970039,0.0,True
H2,0.5,UCCSD,-1.1884595030315754,1.7938463603428545e-08,True
H2,0.5,EfficientSU2,-1.1884591822719512,3.386980877984058e-07,True
H2,0.6,Exact,-1.0068357436586055,0.0,True
H2,0.6,UCCSD,-1.006835357198716,3.864598894232074e-07,True
H2,0.6,EfficientSU2,-1.0068355226533054,2.2100530006063934e-07,True
H2,0.7,Exact,-0.8747272931089946,0.0,True
H2,0.7,UCCSD,-0.8747272090644892,8.404450535515195e-08,True
H2,0.7,EfficientSU2,-0.8747272753556886,1.775330593645208e-08,True
H2,0.8,Exact,-0.7741471707043213,0.0,True
H2,0.8,UCCSD,-0.7741468755682068,2.9513611443654497e-07,True
H2,0.8,EfficientSU2,-0.7741470220017177,1.4870260356403264e-07,True
H2,0.9,Exact,-0.6949143008765727,0.0,True
H2,0.9,UCCSD,-0.6949142154851892,8.539138351970621e-08,True
H2,0.9,EfficientSU2,-0.6949137442698775,5.56606695178985e-07,True
H2,1.0,Exact,-0.6308237234452474,0.0,True
H2,1.0,UCCSD,-0.6308233622951471,3.6115010026982475e-07,True
H2,1.0,EfficientSU2,-0.6308236376547787,8.579046872903007e-08,True
H2,1.1,Exact,-0.57787344263978,0.0,True
H2,1.1,UCCSD,-0.577873233206047,2.0943373302273471e-07,True
H2,1.1,EfficientSU2,-0.5778731947921898,2.4784759022900005e-07,True
H2,1.2,Exact,-0.5333639569472137,0.0,True
H2,1.2,UCCSD,-0.5333636465176843,3.1042952941540136e-07,True
H2,1.2,EfficientSU2,-0.5333634689624338,4.879847799177384e-07,True
H2,1.3,Exact,-0.49540682757943766,0.0,True
H2,1.3,UCCSD,-0.495406349834821,4.777446166448485e-07,True
H2,1.3,EfficientSU2,-0.4954060660731565,7.615062811439088e-07,True
H2,1.4,Exact,-0.4626405202587636,0.0,True
H2,1.4,UCCSD,-0.46263984231167415,6.779470894668904e-07,True
H2,1.4,EfficientSU2,-0.4626402988756176,2.213831460373683e-07,True
H2,1.5,Exact,-0.4340581039832622,0.0,True
H2,1.5,UCCSD,-0.4340572126086469,8.913746153416113e-07,True
H2,1.5,EfficientSU2,-0.43405773305040857,3.7093285365497053e-07,True
H2,1.6,Exact,-0.40889853546690036,0.0,True
H2,1.6,UCCSD,-0.4088982216074192,3.1385948118245466e-07,True
H2,1.6,EfficientSU2,-0.40889799910691493,5.363599854257828e-07,True
H2,1.7,Exact,-0.38657570412937725,0.0,True
H2,1.7,UCCSD,-0.38657524993926995,4.5419010730185505e-07,True
H2,1.7,EfficientSU2,-0.3865749964837202,7.076456570720424e-07,True
H2,1.8,Exact,-0.3666307535201348,0.0,True
H2,1.8,UCCSD,-0.3666301533202579,6.00199876910068e-07,True
H2,1.8,EfficientSU2,-0.3666298749576761,8.785624586726826e-07,True
H2,1.9,Exact,-0.3486992207596094,0.0,True
H2,1.9,UCCSD,-0.34869847392532544,7.468342839711539e-07,True
H2,1.9,EfficientSU2,-0.3486981754688085,1.0452908009161987e-06,True
H2,2.0,Exact,-0.3324878784647298,0.0,True
H2,2.0,UCCSD,-0.3324869875901002,8.908746296221182e-07,True
H2,2.0,EfficientSU2,-0.3324866729070216,1.2055577082170643e-06,True
H2,2.1,Exact,-0.31775808907250636,0.0,True
H2,2.1,UCCSD,-0.31775705875741966,1.0303150866919353e-06,True
H2,2.1,EfficientSU2,-0.31775755370336256,5.353691437948171e-07,True
H2,2.2,Exact,-0.3043136276243442,0.0,True
H2,2.2,UCCSD,-0.30431246366734943,1.1639569947874406e-06,True
H2,2.2,EfficientSU2,-0.3043129880115496,6.39612794617328e-07,True
H2,2.3,Exact,-0.2919916315069721,0.0,True
H2,2.3,UCCSD,-0.2919903403661452,1.2911408269200564e-06,True
H2,2.3,EfficientSU2,-0.2919908891300262,7.423769459169449e-07,True
H2,2.4,Exact,-0.28065577747312287,0.0,True
H2,2.4,UCCSD,-0.28065436590609283,1.4115670300407501e-06,True
H2,2.4,EfficientSU2,-0.28065493494048377,8.425326391003907e-07,True
H2,2.5,Exact,-0.27019107072830034,0.0,True
H2,2.5,UCCSD,-0.2701903608653646,7.098629357660258e-07,True
H2,2.5,EfficientSU2,-0.27019013138053644,9.393477639063619e-07,True
