molecule,bond_length,method,energy_hartree,delta_hartree,chemical_accuracy
H2,0.5,Exact,-1.1884595209700346,0.0,True
H2,0.5,UCCSD,-1.1884595184873694,2.4826651845444303e-09,True
H2,0.5,EfficientSU2,-1.1884594694526975,5.1517337062989554e-08,True
H2,0.6,Exact,-1.0068357436586026,0.0,True
H2,0.6,UCCSD,-1.006835547795143,1.9586345967326224e-07,True
H2,0.6,EfficientSU2,-1.0068355497235801,1.939350224855474e-07,True
H2,0.7,Exact,-0.8747272931089946,0.0,True
H2,0.7,UCCSD,-0.8747272575356552,3.55733393853086e-08,True
H2,0.7,EfficientSU2,-0.874727070727778,2.2238121655249188e-07,True
H2,0.8,Exact,-0.7741471707043206,0.0,True
H2,0.8,UCCSD,-0.7741469084038255,2.62300495101897e-07,True
H2,0.8,EfficientSU2,-0.7741465135384624,6.571658581755457e-07,True
H2,0.9,Exact,-0.6949143008765729,0.0,True
H2,0.9,UCCSD,-0.6949140608399761,2.4003659682136913e-07,True
H2,0.9,EfficientSU2,-0.6949138499420825,4.5093449041466727e-07,True
H2,1.0,Exact,-0.6308237234452465,0.0,True
H2,1.0,UCCSD,-0.6308231857376361,5.377076104373657e-07,True
H2,1.0,EfficientSU2,-0.6308229130502587,8.10394987782459e-07,True
H2,1.1,Exact,-0.5778734426397802,0.0,True
H2,1.1,UCCSD,-0.5778733464926045,9.614717577655085e-08,True
H2,1.1,EfficientSU2,-0.5778722152709275,1.227368852774191e-06,True
H2,1.2,Exact,-0.5333639569472136,0.0,True
H2,1.2,UCCSD,-0.533363674043974,2.82903239612331e-07,True
H2,1.2,EfficientSU2,-0.5333631923481389,7.645990747207065e-07,True
H2,1.3,Exact,-0.49540682757943777,0.0,True
H2,1.3,UCCSD,-0.49540631097601884,5.166034189318935e-07,True
H2,1.3,EfficientSU2,-0.49540578521681733,1.0423626204403291e-06,True
H2,1.4,Exact,-0.4626405202587642,0.0,True
H2,1.4,UCCSD,-0.4626397514003467,7.68858417488083e-07,True
H2,1.4,EfficientSU2,-0.46263919399279557,1.32626596860419e-06,True
H2,1.5,Exact,-0.43405810398326167,0.0,True
H2,1.5,UCCSD,-0.4340578199221658,2.8406109586764927e-07,True
H2,1.5,EfficientSU2,-0.4340565005075598,1.6034757018834611e-06,True
H2,1.6,Exact,-0.40889853546689925,0.0,True
H2,1.6,UCCSD,-0.40889813123168894,4.042352103050817e-07,True
H2,1.6,EfficientSU2,-0.4088966682217079,1.8672451913559485e-06,True
H2,1.7,Exact,-0.3865757041293769,0.0,True
H2,1.7,UCCSD,-0.3865751653652667,5.387641102139185e-07,True
H2,1.7,EfficientSU2,-0.38657447827860014,1.2258507767759497e-06,True
H2,1.8,Exact,-0.36663075352013447,0.0,True
H2,1.8,UCCSD,-0.36663007387458996,6.796455445101657e-07,True
H2,1.8,EfficientSU2,-0.36662934762123917,1.405898895301405e-06,True
H2,1.9,Exact,-0.3486992207596102,0.0,True
H2,1.9,UCCSD,-0.3486983990440125,8.21715597676409e-07,True
H2,1.9,EfficientSU2,-0.3486976420935562,1.5786660539918174e-06,True
H2,2.0,Exact,-0.3324878784647304,0.0,True
H2,2.0,UCCSD,-0.33248691679622544,9.616685049396168e-07,True
H2,2.0,EfficientSU2,-0.3324861359039488,1.7425607815590993e-06,True
H2,2.1,Exact,-0.3177580890725067,0.0,True
H2,2.1,UCCSD,-0.3177569916441917,1.0974283150000375e-06,True
H2,2.1,EfficientSU2,-0.31775619224143736,1.8968310693256996e-06,True
H2,2.2,Exact,-0.3043136276243442,0.0,True
H2,2.2,UCCSD,-0.3043123998850781,1.227739266140837e-06,True
H2,2.2,EfficientSU2,-0.30431158636928,2.0412550642001648e-06,True
H2,2.3,Exact,-0.29199163150697166,0.0,True
H2,2.3,UCCSD,-0.29199027961209695,1.3518948747126558e-06,True
H2,2.3,EfficientSU2,-0.291989455565179,2.175941792637026e-06,True
H2,2.4,Exact,-0.28065577747312276,0.0,True
H2,2.4,UCCSD,-0.28065430791649393,1.4695566288303041e-06,True
H2,2.4,EfficientSU2,-0.28065347627132686,2.3012017958956577e-06,True
H2,2.5,Exact,-0.2701910707283011,0.0,True
H2,2.5,UCCSD,-0.2701894900968898,1.5806314113131492e-06,True
H2,2.5,EfficientSU2,-0.27018865326555586,2.4174627452633324e-06,True
