molecule,bond_length,method,energy_hartree,delta_hartree,chemical_accuracy
H2,0.5,Exact,-1.1884595209700346,0.0,True
H2,0.5,UCCSD,-1.1884594344859711,8.648406346623005e-08,True
H2,0.5,EfficientSU2,-1.1884592766190916,2.443509430349877e-07,True
H2,0.6,Exact,-1.0068357436586048,0.0,True
H2,0.6,UCCSD,-1.0068356824122884,6.124631646287071e-08,True
H2,0.6,EfficientSU2,-1.0068353569560364,3.867025684112235e-07,True
H2,0.7,Exact,-0.8747272931089917,0.0,True
H2,0.7,UCCSD,-0.8747272302957602,6.281323150503226e-08,True
H2,0.7,EfficientSU2,-0.8747271722788802,1.2083011147190348e-07,True
H2,0.8,Exact,-0.7741471707043222,0.0,True
H2,0.8,UCCSD,-0.7741471122738788,5.8430443372614604e-08,True
H2,0.8,EfficientSU2,-0.7741467383863607,4.32317961429618e-07,True
H2,0.9,Exact,-0.6949143008765731,0.0,True
H2,0.9,UCCSD,-0.69491392493349,3.7594308310850977e-07,True
H2,0.9,EfficientSU2,-0.6949142845503941,1.632617907532108e-08,True
H2,1.0,Exact,-0.6308237234452472,0.0,True
H2,1.0,UCCSD,-0.630823618323145,1.0512210213420303e-07,True
H2,1.0,EfficientSU2,-0.630823554296094,1.6914915312860046e-07,True
H2,1.1,Exact,-0.5778734426397816,0.0,True
H2,1.1,UCCSD,-0.5778732908226516,1.51817129978582e-07,True
H2,1.1,EfficientSU2,-0.5778730018422698,4.4079751182479754e-07,True
H2,1.2,Exact,-0.5333639569472136,0.0,True
H2,1.2,UCCSD,-0.5333636511977655,3.0574944809291793e-07,True
H2,1.2,EfficientSU2,-0.5333638755358872,8.141132645800297e-08,True
H2,1.3,Exact,-0.4954068275794382,0.0,True
H2,1.3,UCCSD,-0.49540631362102217,5.1395841604851e-07,True
H2,1.3,EfficientSU2,-0.4954066144989153,2.1308052289281676e-07,True
H2,1.4,Exact,-0.4626405202587643,0.0,True
H2,1.4,UCCSD,-0.4626404405848413,7.967392301466703e-08,True
H2,1.4,EfficientSU2,-0.46264013351073313,3.867480311559035e-07,True
H2,1.5,Exact,-0.434058103983263,0.0,True
H2,1.5,UCCSD,-0.43405791471043026,1.892728327401727e-07,True
H2,1.5,EfficientSU2,-0.4340575235959176,5.803873454057751e-07,True
H2,1.6,Exact,-0.4088985354668996,0.0,True
H2,1.6,UCCSD,-0.40889821244567004,3.230212295424195e-07,True
H2,1.6,EfficientSU2,-0.408897754731555,7.807353445965504e-07,True
H2,1.7,Exact,-0.3865757041293768,0.0,True
H2,1.7,UCCSD,-0.3865752350807752,4.6904860162566564e-07,True
H2,1.7,EfficientSU2,-0.3865747243010209,9.798283558959398e-07,True
H2,1.8,Exact,-0.3666307535201348,0.0,True
H2,1.8,UCCSD,-0.36663013376731063,6.197528241713712e-07,True
H2,1.8,EfficientSU2,-0.36663041674079627,3.3677933852782616e-07,True
H2,1.9,Exact,-0.34869922075960963,0.0,True
H2,1.9,UCCSD,-0.3486984504823247,7.702772849560446e-07,True
H2,1.9,EfficientSU2,-0.3486987687916477,4.5196796194524325e-07,True
H2,2.0,Exact,-0.3324878784647284,0.0,True
H2,2.0,UCCSD,-0.3324869609091048,9.175556235918592e-07,True
H2,2.0,EfficientSU2,-0.33248730833465723,5.70130071153585e-07,True
H2,2.1,Exact,-0.31775808907250713,0.0,True
H2,2.1,UCCSD,-0.31775778754534134,3.0152716579134875e-07,True
H2,2.1,EfficientSU2,-0.31775740084397597,6.882285311649028e-07,True
H2,2.2,Exact,-0.3043136276243441,0.0,True
H2,2.2,UCCSD,-0.30431324212891664,3.85495427468463e-07,True
H2,2.2,EfficientSU2,-0.3043128233710495,8.042532946284098e-07,True
H2,2.3,Exact,-0.2919916315069719,0.0,True
H2,2.3,UCCSD,-0.2919911603172511,4.7118972079651655e-07,True
H2,2.3,EfficientSU2,-0.2919907146070347,9.168999371977904e-07,True
H2,2.4,Exact,-0.2806557774731223,0.0,True
H2,2.4,UCCSD,-0.28065522051604885,5.569570734609286e-07,True
H2,2.4,EfficientSU2,-0.28065475212155877,1.025351563543886e-06,True
H2,2.5,Exact,-0.27019107072830156,0.0,True
H2,2.5,UCCSD,-0.27019042908813684,6.416401647224568e-07,True
H2,2.5,EfficientSU2,-0.2701899415991657,1.1291291358572764e-06,True
