molecule,bond_length,method,energy_hartree,delta_hartree,chemical_accuracy
H2,0.5,Exact,-1.1884595209700346,0.0,True
H2,0.5,UCCSD,-1.1884595138791267,7.090907860884954e-09,True
H2,0.5,EfficientSU2,-1.1884594879225259,3.3047508729566744e-08,True
H2,0.6,Exact,-1.0068357436586055,0.0,True
H2,0.6,UCCSD,-1.0068357388611249,4.7974806349770915e-09,True
H2,0.6,EfficientSU2,-1.0068357296154413,1.4043164187071966e-08,True
H2,0.7,Exact,-0.874727293108995,0.0,True
H2,0.7,UCCSD,-0.8747269884263765,3.0468261846827716e-07,True
H2,0.7,EfficientSU2,-0.8747272812405892,1.1868405813686422e-08,True
H2,0.8,Exact,-0.7741471707043197,0.0,True
H2,0.8,UCCSD,-0.7741471683724857,2.3318340591771403e-09,True
H2,0.8,EfficientSU2,-0.7741471093385293,6.136579044913049e-08,True
H2,0.9,Exact,-0.6949143008765731,0.0,True
H2,0.9,UCCSD,-0.6949141952088688,1.0566770436426509e-07,True
H2,0.9,EfficientSU2,-0.694914051058107,2.498184661359204e-07,True
H2,1.0,Exact,-0.6308237234452467,0.0,True
H2,1.0,UCCSD,-0.6308233389909534,3.8445429328959335e-07,True
H2,1.0,EfficientSU2,-0.6308236708931612,5.255208557208846e-08,True
H2,1.1,Exact,-0.5778734426397811,0.0,True
H2,1.1,UCCSD,-0.5778734239207599,1.8719021221969e-08,True
H2,1.1,EfficientSU2,-0.5778733263558324,1.1628394869234171e-07,True
H2,1.2,Exact,-0.5333639569472141,0.0,True
H2,1.2,UCCSD,-0.5333638307628498,1.2618436429079338e-07,True
H2,1.2,EfficientSU2,-0.5333635801711392,3.7677607489516873e-07,True
H2,1.3,Exact,-0.49540682757943777,0.0,True
H2,1.3,UCCSD,-0.4954067841683284,4.341110937389203e-08,True
H2,1.3,EfficientSU2,-0.4954066203441905,2.072352472959338e-07,True
H2,1.4,Exact,-0.46264052025876495,0.0,True
H2,1.4,UCCSD,-0.4626404530212885,6.723747647541245e-08,True
H2,1.4,EfficientSU2,-0.46264050344764435,1.681112060669676e-08,True
H2,1.5,Exact,-0.434058103983263,0.0,True
H2,1.5,UCCSD,-0.43405809284535585,1.1137907152125592e-08,True
H2,1.5,EfficientSU2,-0.434058001774331,1.0220893198464864e-07,True
H2,1.6,Exact,-0.40889853546690025,0.0,True
H2,1.6,UCCSD,-0.4088985185926416,1.6874258657040286e-08,True
H2,1.6,EfficientSU2,-0.4088982265254695,3.089414307710925e-07,True
H2,1.7,Exact,-0.38657570412937725,0.0,True
H2,1.7,UCCSD,-0.3865756596987202,4.4430657042404675e-08,True
H2,1.7,EfficientSU2,-0.38657558945601156,1.1467336569204178e-07,True
H2,1.8,Exact,-0.3666307535201349,0.0,True
H2,1.8,UCCSD,-0.3666307496055135,3.914621404810248e-09,True
H2,1.8,EfficientSU2,-0.36663075221309965,1.3070352578026245e-09,True
H2,1.9,Exact,-0.34869922075960985,0.0,True
H2,1.9,UCCSD,-0.3486992193174913,1.4421185356994215e-09,True
H2,1.9,EfficientSU2,-0.3486991509323692,6.982724065629498e-08,True
H2,2.0,Exact,-0.33248787846472927,0.0,True
H2,2.0,UCCSD,-0.3324878313088413,4.7155887972216703e-08,True
H2,2.0,EfficientSU2,-0.3324874278523424,4.506123868486256e-07,True
H2,2.1,Exact,-0.3177580890725069,0.0,True
H2,2.1,UCCSD,-0.3177577712785271,3.177939797982532e-07,True
H2,2.1,EfficientSU2,-0.31775804996955026,3.9102956650438614e-08,True
H2,2.2,Exact,-0.30431362762434366,0.0,True
H2,2.2,UCCSD,-0.30431360621387793,2.1410465733673334e-08,True
H2,2.2,EfficientSU2,-0.304313602243907,2.5380436641242454e-08,True
H2,2.3,Exact,-0.2919916315069719,0.0,True
H2,2.3,UCCSD,-0.2919913808025059,2.507044659649793e-07,True
H2,2.3,EfficientSU2,-0.29199162062677614,1.0880195744356058e-08,True
H2,2.4,Exact,-0.28065577747312265,0.0,True
H2,2.4,UCCSD,-0.28065576425525696,1.321786569086214e-08,True
H2,2.4,EfficientSU2,-0.2806557153069812,6.216614145682087e-08,True
H2,2.5,Exact,-0.27019107072830084,0.0,True
H2,2.5,UCCSD,-0.27019102921052607,4.151777477368057e-08,True
H2,2.5,EfficientSU2,-0.27019099737412733,7.335417351317375e-08,True
