molecule,bond_length,method,energy_hartree,delta_hartree,chemical_accuracy
H2,0.5,Exact,-1.1884595209700342,0.0,True
H2,0.5,UCCSD,-1.1884594976993132,2.327072090579918e-08,True
H2,0.5,EfficientSU2,-1.1884594738611756,4.7108858591826674e-08,True
H2,0.6,Exact,-1.0068357436586046,0.0,True
H2,0.6,UCCSD,-1.0068355629620938,1.8069651086527472e-07,True
H2,0.6,EfficientSU2,-1.0068356663920104,7.726659423390458e-08,True
H2,0.7,Exact,-0.8747272931089934,0.0,True
H2,0.7,UCCSD,-0.8747272896218415,3.4871519005719165e-09,True
H2,0.7,EfficientSU2,-0.8747271560086866,1.3710030688507402e-07,True
H2,0.8,Exact,-0.7741471707043219,0.0,True
H2,0.8,UCCSD,-0.7741469783007549,1.9240356707861395e-07,True
H2,0.8,EfficientSU2,-0.7741471602187922,1.0485529777781721e-08,True
H2,0.9,Exact,-0.6949143008765709,0.0,True
H2,0.9,UCCSD,-0.694913957288701,3.435878699331596e-07,True
H2,0.9,EfficientSU2,-0.6949141177933004,1.8308327054405993e-07,True
H2,1.0,Exact,-0.6308237234452483,0.0,True
H2,1.0,UCCSD,-0.6308236307268447,9.271840362146122e-08,True
H2,1.0,EfficientSU2,-0.6308231968528892,5.265923590513921e-07,True
H2,1.1,Exact,-0.5778734426397811,0.0,True
H2,1.1,UCCSD,-0.5778731220978766,3.20541904574867e-07,True
H2,1.1,EfficientSU2,-0.5778733471146773,9.552510382704327e-08,True
H2,1.2,Exact,-0.5333639569472142,0.0,True
H2,1.2,UCCSD,-0.5333633472665104,6.096807038113994e-07,True
H2,1.2,EfficientSU2,-0.5333636821832013,2.7476401287529484e-07,True
H2,1.3,Exact,-0.49540682757943844,0.0,True
H2,1.3,UCCSD,-0.49540657897984597,2.4859959246725793e-07,True
H2,1.3,EfficientSU2,-0.4954063248628875,5.027165509430276e-07,True
H2,1.4,Exact,-0.4626405202587634,0.0,True
H2,1.4,UCCSD,-0.4626401567343555,3.6352440790921037e-07,True
H2,1.4,EfficientSU2,-0.46263976973286774,7.505258956541638e-07,True
H2,1.5,Exact,-0.43405810398326355,0.0,True
H2,1.5,UCCSD,-0.4340575937608588,5.102224047703885e-07,True
H2,1.5,EfficientSU2,-0.43405785866873164,2.453145319103456e-07,True
H2,1.6,Exact,-0.40889853546689914,0.0,True
H2,1.6,UCCSD,-0.40889786275222795,6.727146711904552e-07,True
H2,1.6,EfficientSU2,-0.40889814550075076,3.8996614837305543e-07,True
H2,1.7,Exact,-0.3865757041293767,0.0,True
H2,1.7,UCCSD,-0.3865748630798246,8.410495521138373e-07,True
H2,1.7,EfficientSU2,-0.3865751594170681,5.447123085922101e-07,True
H2,1.8,Exact,-0.366630753520135,0.0,True
H2,1.8,UCCSD,-0.3666297444769924,1.009043142596866e-06,True
H2,1.8,EfficientSU2,-0.3666300511031931,7.024169419445059e-07,True
H2,1.9,Exact,-0.34869922075960963,0.0,True
H2,1.9,UCCSD,-0.3486980478558836,1.1729037260321817e-06,True
H2,1.9,EfficientSU2,-0.3486983621843967,8.585752129253166e-07,True
H2,2.0,Exact,-0.3324878784647285,0.0,True
H2,2.0,UCCSD,-0.3324865480889624,1.3303757661065063e-06,True
H2,2.0,EfficientSU2,-0.3324868680746752,1.0103900532909549e-06,True
H2,2.1,Exact,-0.31775808907250713,0.0,True
H2,2.1,UCCSD,-0.31775747926143183,6.098110753027797e-07,True
H2,2.1,EfficientSU2,-0.3177569328893466,1.156183160544444e-06,True
H2,2.2,Exact,-0.30431362762434344,0.0,True
H2,2.2,UCCSD,-0.30431291129432003,7.163300234092063e-07,True
H2,2.2,EfficientSU2,-0.30431233261116997,1.2950131734745796e-06,True
H2,2.3,Exact,-0.2919916315069719,0.0,True
H2,2.3,UCCSD,-0.29199081059948145,8.20907490428624e-07,True
H2,2.3,EfficientSU2,-0.29199020508218804,1.4264247838458033e-06,True
H2,2.4,Exact,-0.28065577747312254,0.0,True
H2,2.4,UCCSD,-0.280654854978278,9.22494844513011e-07,True
H2,2.4,EfficientSU2,-0.2806550628586776,7.14614444952133e-07,True
H2,2.5,Exact,-0.27019107072830134,0.0,True
H2,2.5,UCCSD,-0.2701900503035857,1.0204247156142543e-06,True
H2,2.5,EfficientSU2,-0.2701902630226301,8.07705671235226e-07,True
