molecule,bond_length,method,energy_hartree,delta_hartree,chemical_accuracy
H2,0.5,Exact,-1.188459520970032,0.0,True
H2,0.5,UCCSD,-1.1884593008575655,2.2011246647579696e-07,True
H2,0.5,EfficientSU2,-1.18845950599917,1.4970861883512043e-08,True
H2,0.6,Exact,-1.0068357436586048,0.0,True
H2,0.6,UCCSD,-1.0068356157067355,1.279518693220183e-07,True
H2,0.6,EfficientSU2,-1.006835549414552,1.942440528424072e-07,True
H2,0.7,Exact,-0.8747272931089914,0.0,True
H2,0.7,UCCSD,-0.8747270474806065,2.4562838496500206e-07,True
H2,0.7,EfficientSU2,-0.8747270329508133,2.6015817811142483e-07,True
H2,0.8,Exact,-0.7741471707043208,0.0,True
H2,0.8,UCCSD,-0.7741470443526168,1.2635170398844764e-07,True
H2,0.8,EfficientSU2,-0.7741470471021838,1.2360213696993583e-07,True
H2,0.9,Exact,-0.6949143008765718,0.0,True
H2,0.9,UCCSD,-0.6949142108470642,9.002950762670991e-08,True
H2,0.9,EfficientSU2,-0.6949139656252071,3.3525136466927563e-07,True
H2,1.0,Exact,-0.6308237234452467,0.0,True
H2,1.0,UCCSD,-0.6308233817877897,3.416574569925501e-07,True
H2,1.0,EfficientSU2,-0.630823018804652,7.046405947619405e-07,True
H2,1.1,Exact,-0.5778734426397807,0.0,True
H2,1.1,UCCSD,-0.5778727585726351,6.84067145595435e-07,True
H2,1.1,EfficientSU2,-0.5778731802660744,2.6237370631676527e-07,True
H2,1.2,Exact,-0.5333639569472145,0.0,True
H2,1.2,UCCSD,-0.5333637568771474,2.0007006706901365e-07,True
H2,1.2,EfficientSU2,-0.5333635090825407,4.478646737915426e-07,True
H2,1.3,Exact,-0.495406827579438,0.0,True
H2,1.3,UCCSD,-0.4954064808856661,3.4669377191320905e-07,True
H2,1.3,EfficientSU2,-0.49540614810450834,6.794749296545888e-07,True
H2,1.4,Exact,-0.46264052025876473,0.0,True
H2,1.4,UCCSD,-0.46263998889632224,5.313624424907459e-07,True
H2,1.4,EfficientSU2,-0.46263959111992176,9.291388429755187e-07,True
H2,1.5,Exact,-0.43405810398326355,0.0,True
H2,1.5,UCCSD,-0.4340573708979694,7.33085294135627e-07,True
H2,1.5,EfficientSU2,-0.43405767438255,4.296007135584645e-07,True
H2,1.6,Exact,-0.40889853546689936,0.0,True
H2,1.6,UCCSD,-0.4088975961367658,9.393301335647308e-07,True
H2,1.6,EfficientSU2,-0.4088979565454276,5.789214717610847e-07,True
H2,1.7,Exact,-0.38657570412937614,0.0,True
H2,1.7,UCCSD,-0.3865753464684931,3.576608830213601e-07,True
H2,1.7,EfficientSU2,-0.38657496735510566,7.367742704822433e-07,True
H2,1.8,Exact,-0.36663075352013513,0.0,True
H2,1.8,UCCSD,-0.3666302681990388,4.853210963107202e-07,True
H2,1.8,EfficientSU2,-0.36662985712208335,8.963980517862069e-07,True
H2,1.9,Exact,-0.34869922075960985,0.0,True
H2,1.9,UCCSD,-0.3486986038893893,6.168702205711085e-07,True
H2,1.9,EfficientSU2,-0.34869816719373065,1.0535658792054647e-06,True
H2,2.0,Exact,-0.33248787846472927,0.0,True
H2,2.0,UCCSD,-0.3324871300009017,7.48463827582313e-07,True
H2,2.0,EfficientSU2,-0.3324866727753536,1.2056893756717812e-06,True
H2,2.1,Exact,-0.31775808907250735,0.0,True
H2,2.1,UCCSD,-0.3177572114633901,8.776091172668643e-07,True
H2,2.1,EfficientSU2,-0.3177567378237184,1.3512487889721925e-06,True
H2,2.2,Exact,-0.30431362762434433,0.0,True
H2,2.2,UCCSD,-0.3043126249002339,1.002724110410469e-06,True
H2,2.2,EfficientSU2,-0.30431213819988845,1.489424455880517e-06,True
H2,2.3,Exact,-0.2919916315069719,0.0,True
H2,2.3,UCCSD,-0.29199050866250903,1.1228444628530454e-06,True
H2,2.3,EfficientSU2,-0.2919900116516569,1.6198553149937567e-06,True
H2,2.4,Exact,-0.2806557774731222,0.0,True
H2,2.4,UCCSD,-0.2806545400471534,1.237425968803052e-06,True
H2,2.4,EfficientSU2,-0.28065403499416486,1.7424789573450283e-06,True
H2,2.5,Exact,-0.270191070728301,0.0,True
H2,2.5,UCCSD,-0.2701897245182188,1.3462100821870493e-06,True
H2,2.5,EfficientSU2,-0.27019007487791663,9.958503843776612e-07,True
