molecule,bond_length,method,energy_hartree,delta_hartree,chemical_accuracy
H2,0.5,Exact,-1.1884595209700333,0.0,True
H2,0.5,UCCSD,-1.1884595106057474,1.0364285873976087e-08,True
H2,0.5,EfficientSU2,-1.1884595202581933,7.118399203420722e-10,True
H2,0.6,Exact,-1.0068357436586006,0.0,True
H2,0.6,UCCSD,-1.006835475229881,2.684287196963453e-07,True
H2,0.6,EfficientSU2,-1.006835623360511,1.2029808971192324e-07,True
H2,0.7,Exact,-0.8747272931089923,0.0,True
H2,0.7,UCCSD,-0.8747272400837244,5.302526795425422e-08,True
H2,0.7,EfficientSU2,-0.8747270999297901,1.9317920219030782e-07,True
H2,0.8,Exact,-0.7741471707043213,0.0,True
H2,0.8,UCCSD,-0.774146772632297,3.9807202423247645e-07,True
H2,0.8,EfficientSU2,-0.7741471450810733,2.56232479678431e-08,True
H2,0.9,Exact,-0.6949143008765718,0.0,True
H2,0.9,UCCSD,-0.6949142727977101,2.8078861680214118e-08,True
H2,0.9,EfficientSU2,-0.6949140763828442,2.2449372760746655e-07,True
H2,1.0,Exact,-0.6308237234452465,0.0,True
H2,1.0,UCCSD,-0.6308236443491182,7.909612831369373e-08,True
H2,1.0,EfficientSU2,-0.6308231373275057,5.861177407862073e-07,True
H2,1.1,Exact,-0.5778734426397807,0.0,True
H2,1.1,UCCSD,-0.5778731656381382,2.770016425124311e-07,True
H2,1.1,EfficientSU2,-0.5778733044933531,1.3814642763065876e-07,True
H2,1.2,Exact,-0.533363956947214,0.0,True
H2,1.2,UCCSD,-0.533363413015043,5.439321709710399e-07,True
H2,1.2,EfficientSU2,-0.5333636399314768,3.170157371057414e-07,True
H2,1.3,Exact,-0.49540682757943644,0.0,True
H2,1.3,UCCSD,-0.4954067574050812,7.01743552156131e-08,True
H2,1.3,EfficientSU2,-0.49540628318163227,5.443978041697051e-07,True
H2,1.4,Exact,-0.4626405202587642,0.0,True
H2,1.4,UCCSD,-0.4626403446674257,1.755913384693386e-07,True
H2,1.4,EfficientSU2,-0.4626397287427663,7.915159978555408e-07,True
H2,1.5,Exact,-0.4340581039832622,0.0,True
H2,1.5,UCCSD,-0.4340577883626712,3.156205909959908e-07,True
H2,1.5,EfficientSU2,-0.43405781886862055,2.851146416738004e-07,True
H2,1.6,Exact,-0.4088985354668996,0.0,True
H2,1.6,UCCSD,-0.40889806191517464,4.735517249443433e-07,True
H2,1.6,EfficientSU2,-0.40889810284875727,4.326181423097708e-07,True
H2,1.7,Exact,-0.3865757041293768,0.0,True
H2,1.7,UCCSD,-0.386575065220515,6.389088618163896e-07,True
H2,1.7,EfficientSU2,-0.3865751145829155,5.895464613159263e-07,True
H2,1.8,Exact,-0.3666307535201348,0.0,True
H2,1.8,UCCSD,-0.3666299483943279,8.05125806913054e-07,True
H2,1.8,EfficientSU2,-0.36663000460718426,7.489129505433567e-07,True
H2,1.9,Exact,-0.3486992207596105,0.0,True
H2,1.9,UCCSD,-0.3486982526318118,9.68127798706142e-07,True
H2,1.9,EfficientSU2,-0.34869831443486204,9.063247484730752e-07,True
H2,2.0,Exact,-0.33248787846472927,0.0,True
H2,2.0,UCCSD,-0.33248757500163517,3.0346309409789995e-07,True
H2,2.0,EfficientSU2,-0.3324868193948627,1.0590698665824405e-06,True
H2,2.1,Exact,-0.317758089072507,0.0,True
H2,2.1,UCCSD,-0.3177576941359328,3.949365742217381e-07,True
H2,2.1,EfficientSU2,-0.3177568835370549,1.2055354521312012e-06,True
H2,2.2,Exact,-0.30431362762434433,0.0,True
H2,2.2,UCCSD,-0.3043131389508752,4.88673469134504e-07,True
H2,2.2,EfficientSU2,-0.30431228279329636,1.344831047966899e-06,True
H2,2.3,Exact,-0.29199163150697155,0.0,True
H2,2.3,UCCSD,-0.29199104887414257,5.826328289826321e-07,True
H2,2.3,EfficientSU2,-0.2919901549656529,1.476541318656821e-06,True
H2,2.4,Exact,-0.28065577747312265,0.0,True
H2,2.4,UCCSD,-0.28065510206757005,6.754055525970415e-07,True
H2,2.4,EfficientSU2,-0.28065501516837454,7.623047481031264e-07,True
H2,2.5,Exact,-0.2701910707283007,0.0,True
H2,2.5,UCCSD,-0.2701903046959173,7.660323833591498e-07,True
H2,2.5,EfficientSU2,-0.2701902151493532,8.555789474673503e-07,True
