molecule,bond_length,method,energy_hartree,delta_hartree,chemical_accuracy
H2,0.5,Exact,-1.1884595209700328,0.0,True
H2,0.5,UCCSD,-1.188459497257003,2.3713029762006954e-08,True
H2,0.5,EfficientSU2,-1.1884581223324817,1.3986375511088056e-06,True
H2,0.6,Exact,-1.0068357436586028,0.0,True
H2,0.6,UCCSD,-1.006835462647623,2.8101097981902967e-07,True
H2,0.6,EfficientSU2,-1.0068356990432206,4.461538227751305e-08,True
H2,0.7,Exact,-0.8747272931089937,0.0,True
H2,0.7,UCCSD,-0.8747272275763286,6.55326650722543e-08,True
H2,0.7,EfficientSU2,-0.8747269901101439,3.0299884978823854e-07,True
H2,0.8,Exact,-0.7741471707043215,0.0,True
H2,0.8,UCCSD,-0.7741467604013115,4.1030301001221403e-07,True
H2,0.8,EfficientSU2,-0.7741470974441587,7.326016282505066e-08,True
H2,0.9,Exact,-0.6949143008765738,0.0,True
H2,0.9,UCCSD,-0.694914278739826,2.2136747768186638e-08,True
H2,0.9,EfficientSU2,-0.6949140523790617,2.4849751212308036e-07,True
H2,1.0,Exact,-0.6308237234452472,0.0,True
H2,1.0,UCCSD,-0.6308236464511356,7.699411153083702e-08,True
H2,1.0,EfficientSU2,-0.6308231303254961,5.93119751091109e-07,True
H2,1.1,Exact,-0.5778734426397816,0.0,True
H2,1.1,UCCSD,-0.5778731649063851,2.7773339650316586e-07,True
H2,1.1,EfficientSU2,-0.5778732605705599,1.8206922169916595e-07,True
H2,1.2,Exact,-0.5333639569472138,0.0,True
H2,1.2,UCCSD,-0.5333634101528117,5.46794402089823e-07,True
H2,1.2,EfficientSU2,-0.5333635908403926,3.6610682119242455e-07,True
H2,1.3,Exact,-0.49540682757943666,0.0,True
H2,1.3,UCCSD,-0.49540675532732104,7.22521156237832e-08,True
H2,1.3,EfficientSU2,-0.4954062304324187,5.971470179444438e-07,True
H2,1.4,Exact,-0.46264052025876284,0.0,True
H2,1.4,UCCSD,-0.4626403438478868,1.7641087601827365e-07,True
H2,1.4,EfficientSU2,-0.4626396734189346,8.46839828261281e-07,True
H2,1.5,Exact,-0.43405810398326167,0.0,True
H2,1.5,UCCSD,-0.43405778855522087,3.154280407979826e-07,True
H2,1.5,EfficientSU2,-0.4340577584713485,3.455119131912099e-07,True
H2,1.6,Exact,-0.40889853546690014,0.0,True
H2,1.6,UCCSD,-0.40889806292976205,4.7253713808537157e-07,True
H2,1.6,EfficientSU2,-0.40889804305008126,4.92416818875796e-07,True
H2,1.7,Exact,-0.3865757041293766,0.0,True
H2,1.7,UCCSD,-0.38657506690822296,6.372211536209704e-07,True
H2,1.7,EfficientSU2,-0.3865750555112215,6.48618155074665e-07,True
H2,1.8,Exact,-0.3666307535201356,0.0,True
H2,1.8,UCCSD,-0.3666299506369634,8.028831721684782e-07,True
H2,1.8,EfficientSU2,-0.3666299463469754,8.071731601999588e-07,True
H2,1.9,Exact,-0.34869922075960985,0.0,True
H2,1.9,UCCSD,-0.3486982553345021,9.654251077462206e-07,True
H2,1.9,EfficientSU2,-0.34869825703956,9.63720049873551e-07,True
H2,2.0,Exact,-0.3324878784647295,0.0,True
H2,2.0,UCCSD,-0.3324875750524293,3.0341230017327803e-07,True
H2,2.0,EfficientSU2,-0.33248676289569856,1.1155690309294641e-06,True
H2,2.1,Exact,-0.31775808907250624,0.0,True
H2,2.1,UCCSD,-0.3177576941515099,3.949209963494127e-07,True
H2,2.1,EfficientSU2,-0.31775682794933446,1.2611231717807314e-06,True
H2,2.2,Exact,-0.304313627624343,0.0,True
H2,2.2,UCCSD,-0.3043131389360355,4.886883074872728e-07,True
H2,2.2,EfficientSU2,-0.30431222812087055,1.3995034724434419e-06,True
H2,2.3,Exact,-0.2919916315069721,0.0,True
H2,2.3,UCCSD,-0.29199104883291765,5.826740544501163e-07,True
H2,2.3,EfficientSU2,-0.2919901012041433,1.5303028287894094e-06,True
H2,2.4,Exact,-0.28065577747312254,0.0,True
H2,2.4,UCCSD,-0.28065510200336896,6.754697535749088e-07,True
H2,2.4,EfficientSU2,-0.28065412405030676,1.6534228157727426e-06,True
H2,2.5,Exact,-0.27019107072830106,0.0,True
H2,2.5,UCCSD,-0.2701903046116405,7.661166605554826e-07,True
H2,2.5,EfficientSU2,-0.2701901645344068,9.061938942567238e-07,True
