molecule,bond_length,method,energy_hartree,delta_hartree,chemical_accuracy
H2,0.5,Exact,-1.1884595209700337,0.0,True
H2,0.5,UCCSD,-1.1884594694382096,5.153182414119328e-08,True
H2,0.5,EfficientSU2,-1.1884594789923857,4.197764802427173e-08,True
H2,0.6,Exact,-1.0068357436586044,0.0,True
H2,0.6,UCCSD,-1.0068356122840356,1.3137456877920783e-07,True
H2,0.6,EfficientSU2,-1.006835557008083,1.8665052148314487e-07,True
H2,0.7,Exact,-0.8747272931089932,0.0,True
H2,0.7,UCCSD,-0.874727279666461,1.3442532198482127e-08,True
H2,0.7,EfficientSU2,-0.8747272260775297,6.7031463490963e-08,True
H2,0.8,Exact,-0.7741471707043208,0.0,True
H2,0.8,UCCSD,-0.7741470044599856,1.6624433518686033e-07,True
H2,0.8,EfficientSU2,-0.7741471226582601,4.804606068553596e-08,True
H2,0.9,Exact,-0.6949143008765718,0.0,True
H2,0.9,UCCSD,-0.6949141758646779,1.2501189394775736e-07,True
H2,0.9,EfficientSU2,-0.6949141938645195,1.0701205233054623e-07,True
H2,1.0,Exact,-0.6308237234452465,0.0,True
H2,1.0,UCCSD,-0.6308234906744141,2.327708323868194e-07,True
H2,1.0,EfficientSU2,-0.6308233524616071,3.709836393639421e-07,True
H2,1.1,Exact,-0.5778734426397798,0.0,True
H2,1.1,UCCSD,-0.577872971845028,4.707947518500788e-07,True
H2,1.1,EfficientSU2,-0.5778733878468125,5.479296727450844e-08,True
H2,1.2,Exact,-0.5333639569472124,0.0,True
H2,1.2,UCCSD,-0.5333631905178445,7.664293678599776e-07,True
H2,1.2,EfficientSU2,-0.5333637938480313,1.6309918104973065e-07,True
H2,1.3,Exact,-0.49540682757943766,0.0,True
H2,1.3,UCCSD,-0.49540663044096445,1.971384732124548e-07,True
H2,1.3,EfficientSU2,-0.4954064905277926,3.370516450384997e-07,True
H2,1.4,Exact,-0.46264052025876495,0.0,True
H2,1.4,UCCSD,-0.4626401561029437,3.6415582127524715e-07,True
H2,1.4,EfficientSU2,-0.46263997696117515,5.432975898056469e-07,True
H2,1.5,Exact,-0.43405810398326344,0.0,True
H2,1.5,UCCSD,-0.43405755140158236,5.525816810791895e-07,True
H2,1.5,EfficientSU2,-0.43405734173758365,7.622456797973243e-07,True
H2,1.6,Exact,-0.40889853546690025,0.0,True
H2,1.6,UCCSD,-0.40889778665305776,7.488138424882607e-07,True
H2,1.6,EfficientSU2,-0.40889833287536403,2.0259153621360326e-07,True
H2,1.7,Exact,-0.38657570412937625,0.0,True
H2,1.7,UCCSD,-0.38657475948774633,9.446416299185856e-07,True
H2,1.7,EfficientSU2,-0.38657539179866607,3.1233071018377245e-07,True
H2,1.8,Exact,-0.36663075352013536,0.0,True
H2,1.8,UCCSD,-0.36663036977233004,3.837478053103638e-07,True
H2,1.8,EfficientSU2,-0.36663032017255465,4.333475807083431e-07,True
H2,1.9,Exact,-0.3486992207596104,0.0,True
H2,1.9,UCCSD,-0.3486987250501022,4.957095082191998e-07,True
H2,1.9,EfficientSU2,-0.3486986612920188,5.594675915876479e-07,True
H2,2.0,Exact,-0.3324878784647295,0.0,True
H2,2.0,UCCSD,-0.332487267456972,6.11007757500559e-07,True
H2,2.0,EfficientSU2,-0.3324871918531306,6.866115989101473e-07,True
H2,2.1,Exact,-0.3177580890725078,0.0,True
H2,2.1,UCCSD,-0.31775736252288755,7.265496202446542e-07,True
H2,2.1,EfficientSU2,-0.3177572769681509,8.121043568731778e-07,True
H2,2.2,Exact,-0.3043136276243439,0.0,True
H2,2.2,UCCSD,-0.3043127873444059,8.402799379636505e-07,True
H2,2.2,EfficientSU2,-0.30431269340389233,9.34220451553891e-07,True
H2,2.3,Exact,-0.291991631506972,0.0,True
H2,2.3,UCCSD,-0.2919906806495279,9.508574441152717e-07,True
H2,2.3,EfficientSU2,-0.29199057962534664,1.0518816253579644e-06,True
H2,2.4,Exact,-0.2806557774731223,0.0,True
H2,2.4,UCCSD,-0.2806547200382491,1.0574348732195205e-06,True
H2,2.4,EfficientSU2,-0.2806546130207651,1.1644523572051924e-06,True
H2,2.5,Exact,-0.27019107072830084,0.0,True
H2,2.5,UCCSD,-0.27018991122035557,1.1595079452697554e-06,True
H2,2.5,EfficientSU2,-0.2701897991280098,1.27160029106399e-06,True
