molecule,bond_length,method,energy_hartree,delta_hartree,chemical_accuracy
H2,0.5,Exact,-1.188459520970032,0.0,True
H2,0.5,UCCSD,-1.1884595132635418,7.706490112724396e-09,True
H2,0.5,EfficientSU2,-1.1884593557163576,1.652536743002031e-07,True
H2,0.6,Exact,-1.0068357436586035,0.0,True
H2,0.6,UCCSD,-1.0068357321657873,1.1492816254232707e-08,True
H2,0.6,EfficientSU2,-1.0068357255064193,1.8152184200204147e-08,True
H2,0.7,Exact,-0.874727293108993,0.0,True
H2,0.7,UCCSD,-0.8747272784807184,1.462827459164373e-08,True
H2,0.7,EfficientSU2,-0.874727283355483,9.753509999654852e-09,True
H2,0.8,Exact,-0.774147170704321,0.0,True
H2,0.8,UCCSD,-0.7741470397605745,1.3094374651245744e-07,True
H2,0.8,EfficientSU2,-0.7741470622235367,1.0848078435543584e-07,True
H2,0.9,Exact,-0.6949143008765716,0.0,True
H2,0.9,UCCSD,-0.6949140810259199,2.1985065168372842e-07,True
H2,0.9,EfficientSU2,-0.6949142458600249,5.5016546651742715e-08,True
H2,1.0,Exact,-0.6308237234452487,0.0,True
H2,1.0,UCCSD,-0.6308237144188742,9.02637453670252e-09,True
H2,1.0,EfficientSU2,-0.6308237058724728,1.7572775901086857e-08,True
H2,1.1,Exact,-0.5778734426397816,0.0,True
H2,1.1,UCCSD,-0.5778729465670267,4.960727548741772e-07,True
H2,1.1,EfficientSU2,-0.5778734392369929,3.40278871746591e-09,True
H2,1.2,Exact,-0.5333639569472144,0.0,True
H2,1.2,UCCSD,-0.5333637955633492,1.613838651604027e-07,True
H2,1.2,EfficientSU2,-0.5333639569164013,3.0813129825446595e-11,True
H2,1.3,Exact,-0.49540682757943777,0.0,True
H2,1.3,UCCSD,-0.49540682660779656,9.716412119331608e-10,True
H2,1.3,EfficientSU2,-0.49540637206040417,4.5551903360419033e-07,True
H2,1.4,Exact,-0.4626405202587634,0.0,True
H2,1.4,UCCSD,-0.4626401745884406,3.4567032280996557e-07,True
H2,1.4,EfficientSU2,-0.46264027019785153,2.5006091186607904e-07,True
H2,1.5,Exact,-0.43405810398326333,0.0,True
H2,1.5,UCCSD,-0.43405808923677863,1.4746484700012275e-08,True
H2,1.5,EfficientSU2,-0.4340581021588445,1.8244188382254833e-09,True
H2,1.6,Exact,-0.40889853546689936,0.0,True
H2,1.6,UCCSD,-0.40889831565163415,2.1981526521219763e-07,True
H2,1.6,EfficientSU2,-0.40889832507268153,2.1039421782553802e-07,True
H2,1.7,Exact,-0.38657570412937625,0.0,True
H2,1.7,UCCSD,-0.38657520513091426,4.989984619951926e-07,True
H2,1.7,EfficientSU2,-0.38657558532070047,1.1880867578639709e-07,True
H2,1.8,Exact,-0.3666307535201347,0.0,True
H2,1.8,UCCSD,-0.36663051632308713,2.3719704755897908e-07,True
H2,1.8,EfficientSU2,-0.36663074898881004,4.5313246488376535e-09,True
H2,1.9,Exact,-0.3486992207596101,0.0,True
H2,1.9,UCCSD,-0.3486988452036596,3.755559504492467e-07,True
H2,1.9,EfficientSU2,-0.3486992183450304,2.414579647336268e-09,True
H2,2.0,Exact,-0.33248787846472927,0.0,True
H2,2.0,UCCSD,-0.3324878273604671,5.1104262155377e-08,True
H2,2.0,EfficientSU2,-0.3324877975299715,8.09347577845898e-08,True
H2,2.1,Exact,-0.3177580890725066,0.0,True
H2,2.1,UCCSD,-0.31775806932982054,1.9742686041546165e-08,True
H2,2.1,EfficientSU2,-0.3177577580633576,3.310091489794331e-07,True
H2,2.2,Exact,-0.3043136276243442,0.0,True
H2,2.2,UCCSD,-0.3043135830203634,4.460398084216166e-08,True
H2,2.2,EfficientSU2,-0.3043136256193514,2.0049928384224813e-09,True
H2,2.3,Exact,-0.2919916315069721,0.0,True
H2,2.3,UCCSD,-0.2919915937664365,3.774053558558421e-08,True
H2,2.3,EfficientSU2,-0.2919916184430888,1.3063883308461754e-08,True
H2,2.4,Exact,-0.2806557774731214,0.0,True
H2,2.4,UCCSD,-0.2806555896950135,1.8777810795178596e-07,True
H2,2.4,EfficientSU2,-0.28065565126692404,1.2620619738168415e-07,True
H2,2.5,Exact,-0.27019107072830173,0.0,True
H2,2.5,UCCSD,-0.27019101649095545,5.423734628084986e-08,True
H2,2.5,EfficientSU2,-0.27019087654790835,1.9418039337582016e-07,True
