molecule,bond_length,method,energy_hartree,delta_hartree,chemical_accuracy
H2,0.5,Exact,-1.188459520970032,0.0,True
H2,0.5,UCCSD,-1.1884594819606598,3.9009372176934676e-08,True
H2,0.5,EfficientSU2,-1.1884595127180737,8.25195822784508e-09,True
H2,0.6,Exact,-1.0068357436586028,0.0,True
H2,0.6,UCCSD,-1.0068354680038574,2.756547454740854e-07,True
H2,0.6,EfficientSU2,-1.0068354666596937,2.7699890914334446e-07,True
H2,0.7,Exact,-0.8747272931089928,0.0,True
H2,0.7,UCCSD,-0.8747272723418634,2.0767129349508195e-08,True
H2,0.7,EfficientSU2,-0.874726967350867,3.257581258075959e-07,True
H2,0.8,Exact,-0.7741471707043226,0.0,True
H2,0.8,UCCSD,-0.7741468295868361,3.411174864798028e-07,True
H2,0.8,EfficientSU2,-0.7741470574628553,1.1324146731439555e-07,True
H2,0.9,Exact,-0.6949143008765736,0.0,True
H2,0.9,UCCSD,-0.6949142279970041,7.287956949042496e-08,True
H2,0.9,EfficientSU2,-0.6949139039762887,3.9690028486027984e-07,True
H2,1.0,Exact,-0.6308237234452483,0.0,True
H2,1.0,UCCSD,-0.6308236207350131,1.0271023520580513e-07,True
H2,1.0,EfficientSU2,-0.6308235389337884,1.845114598886255e-07,True
H2,1.1,Exact,-0.5778734426397814,0.0,True
H2,1.1,UCCSD,-0.5778731577725922,2.848671891708676e-07,True
H2,1.1,EfficientSU2,-0.5778730603244151,3.8231536625410456e-07,True
H2,1.2,Exact,-0.5333639569472142,0.0,True
H2,1.2,UCCSD,-0.5333634170843584,5.39862855752915e-07,True
H2,1.2,EfficientSU2,-0.5333633086147814,6.483324327399842e-07,True
H2,1.3,Exact,-0.49540682757943766,0.0,True
H2,1.3,UCCSD,-0.49540676423312147,6.334631619253628e-08,True
H2,1.3,EfficientSU2,-0.495405886830778,9.407486596391124e-07,True
H2,1.4,Exact,-0.4626405202587642,0.0,True
H2,1.4,UCCSD,-0.46264034515114066,1.7510762351236053e-07,True
H2,1.4,EfficientSU2,-0.46264009138251366,4.2887625051335476e-07,True
H2,1.5,Exact,-0.43405810398326256,0.0,True
H2,1.5,UCCSD,-0.43405778376154097,3.202217215836356e-07,True
H2,1.5,EfficientSU2,-0.43405750529876025,5.986845023064902e-07,True
H2,1.6,Exact,-0.4088985354668996,0.0,True
H2,1.6,UCCSD,-0.4088980532001112,4.822667883930265e-07,True
H2,1.6,EfficientSU2,-0.4088977558914554,7.795754441985991e-07,True
H2,1.7,Exact,-0.38657570412937625,0.0,True
H2,1.7,UCCSD,-0.38657505315101337,6.509783628816379e-07,True
H2,1.7,EfficientSU2,-0.3865747414826213,9.626467549761486e-07,True
H2,1.8,Exact,-0.3666307535201348,0.0,True
H2,1.8,UCCSD,-0.3666299335721404,8.199479943904464e-07,True
H2,1.8,EfficientSU2,-0.36662961102583586,1.1424942989446407e-06,True
H2,1.9,Exact,-0.34869922075960963,0.0,True
H2,1.9,UCCSD,-0.348698981905002,2.388546076481646e-07,True
H2,1.9,EfficientSU2,-0.34869790484449165,1.315915117983124e-06,True
H2,2.0,Exact,-0.3324878784647297,0.0,True
H2,2.0,UCCSD,-0.3324875488824196,3.295823101101547e-07,True
H2,2.0,EfficientSU2,-0.33248639736019336,1.4811045363494202e-06,True
H2,2.1,Exact,-0.3177580890725069,0.0,True
H2,2.1,UCCSD,-0.31775766427080554,4.2480170137082496e-07,True
H2,2.1,EfficientSU2,-0.31775645192232616,1.6371501807554978e-06,True
H2,2.2,Exact,-0.3043136276243432,0.0,True
H2,2.2,UCCSD,-0.3043131059235754,5.217007678082197e-07,True
H2,2.2,EfficientSU2,-0.30431270651034315,9.211140000742191e-07,True
H2,2.3,Exact,-0.2919916315069712,0.0,True
H2,2.3,UCCSD,-0.2919910131705951,6.183363761014249e-07,True
H2,2.3,EfficientSU2,-0.29199060385441905,1.0276525521657476e-06,True
H2,2.4,Exact,-0.28065577747312254,0.0,True
H2,2.4,UCCSD,-0.2806550640949239,7.133781986246035e-07,True
H2,2.4,EfficientSU2,-0.2806546469220329,1.1305510896342241e-06,True
H2,2.5,Exact,-0.27019107072830095,0.0,True
H2,2.5,UCCSD,-0.2701902647973373,8.059309636321288e-07,True
H2,2.5,EfficientSU2,-0.27018984146810715,1.2292601938024283e-06,True
