molecule,bond_length,method,energy_hartree,delta_hartree,chemical_accuracy
H2,0.5,Exact,-1.1884595209700355,0.0,True
H2,0.5,UCCSD,-1.1884595148918482,6.078187286817638e-09,True
H2,0.5,EfficientSU2,-1.1884590732102516,4.477597839169789e-07,True
H2,0.6,Exact,-1.0068357436586015,0.0,True
H2,0.6,UCCSD,-1.006835703702667,3.995593456096458e-08,True
H2,0.6,EfficientSU2,-1.006835743266516,3.920854751982006e-10,True
H2,0.7,Exact,-0.8747272931089926,0.0,True
H2,0.7,UCCSD,-0.8747266833361439,6.097728486587073e-07,True
H2,0.7,EfficientSU2,-0.8747272908949598,2.2140327349262634e-09,True
H2,0.8,Exact,-0.7741471707043233,0.0,True
H2,0.8,UCCSD,-0.7741469313613927,2.3934293058580636e-07,True
H2,0.8,EfficientSU2,-0.7741468390893123,3.3161501100664736e-07,True
H2,0.9,Exact,-0.6949143008765749,0.0,True
H2,0.9,UCCSD,-0.6949142999953041,8.812708340855124e-10,True
H2,0.9,EfficientSU2,-0.6949142805311278,2.0345447104830328e-08,True
H2,1.0,Exact,-0.6308237234452481,0.0,True
H2,1.0,UCCSD,-0.6308234963668209,2.2707842717295534e-07,True
H2,1.0,EfficientSU2,-0.630823718590451,4.85479700884639e-09,True
H2,1.1,Exact,-0.5778734426397809,0.0,True
H2,1.1,UCCSD,-0.5778734245317669,1.8108013977169435e-08,True
H2,1.1,EfficientSU2,-0.5778731254016751,3.172381057847673e-07,True
H2,1.2,Exact,-0.5333639569472131,0.0,True
H2,1.2,UCCSD,-0.533363904093006,5.2854207011066023e-08,True
H2,1.2,EfficientSU2,-0.5333637949505112,1.6199670183070225e-07,True
H2,1.3,Exact,-0.4954068275794379,0.0,True
H2,1.3,UCCSD,-0.4954066122025689,2.1537686900607866e-07,True
H2,1.3,EfficientSU2,-0.4954068256146784,1.9647594662330903e-09,True
H2,1.4,Exact,-0.4626405202587642,0.0,True
H2,1.4,UCCSD,-0.4626404203131638,9.994560035142541e-08,True
H2,1.4,EfficientSU2,-0.4626405164958631,3.7629011018225356e-09,True
H2,1.5,Exact,-0.43405810398326267,0.0,True
H2,1.5,UCCSD,-0.4340581005259864,3.4572762430684634e-09,True
H2,1.5,EfficientSU2,-0.434057864844464,2.3913879865222754e-07,True
H2,1.6,Exact,-0.40889853546689936,0.0,True
H2,1.6,UCCSD,-0.40889831546705957,2.1999983979004156e-07,True
H2,1.6,EfficientSU2,-0.40889837450649313,1.6096040622581853e-07,True
H2,1.7,Exact,-0.3865757041293767,0.0,True
H2,1.7,UCCSD,-0.38657570148193543,2.6474412662125246e-09,True
H2,1.7,EfficientSU2,-0.38657569337440656,1.0754970136694908e-08,True
H2,1.8,Exact,-0.3666307535201347,0.0,True
H2,1.8,UCCSD,-0.3666307437070691,9.813065582342517e-09,True
H2,1.8,EfficientSU2,-0.3666305175443279,2.359758067838058e-07,True
H2,1.9,Exact,-0.34869922075960963,0.0,True
H2,1.9,UCCSD,-0.3486991489106663,7.184894335043879e-08,True
H2,1.9,EfficientSU2,-0.348699177604991,4.315461865633807e-08,True
H2,2.0,Exact,-0.3324878784647297,0.0,True
H2,2.0,UCCSD,-0.3324878097515409,6.87131888055248e-08,True
H2,2.0,EfficientSU2,-0.3324878381863644,4.027836530973161e-08,True
H2,2.1,Exact,-0.3177580890725067,0.0,True
H2,2.1,UCCSD,-0.3177579728553309,1.1621717577181556e-07,True
H2,2.1,EfficientSU2,-0.317757691844639,3.9722786771001495e-07,True
H2,2.2,Exact,-0.3043136276243439,0.0,True
H2,2.2,UCCSD,-0.30431361667544454,1.094889934272203e-08,True
H2,2.2,EfficientSU2,-0.30431362166715126,5.957192628081032e-09,True
H2,2.3,Exact,-0.291991631506972,0.0,True
H2,2.3,UCCSD,-0.29199147754151905,1.5396545294255048e-07,True
H2,2.3,EfficientSU2,-0.29199154332019145,8.818678054467455e-08,True
H2,2.4,Exact,-0.2806557774731224,0.0,True
H2,2.4,UCCSD,-0.2806557751900175,2.28310492733641e-09,True
H2,2.4,EfficientSU2,-0.2806557567868485,2.0686273916048492e-08,True
H2,2.5,Exact,-0.2701910707283016,0.0,True
H2,2.5,UCCSD,-0.27019078965937193,2.810689296861568e-07,True
H2,2.5,EfficientSU2,-0.2701910576601238,1.3068177817654458e-08,True
