episode,reward,success,runtime_sec,grad_norm
1,0.18999999999999997,0,1.134912199981045,0.4810905597753591
2,1.26,1,1.0800560000352561,0.4810905597753591
3,0.18999999999999997,0,0.8843555999919772,0.20269648189538822
4,1.3,1,1.3074174000066705,0.20269648189538822
5,0.08999999999999997,0,0.878880999982357,0.3830900247087986
6,1.16,1,1.2719403999508359,0.3830900247087986
7,1.23,1,0.6196099999942817,0.24628490776132514
8,0.08999999999999997,0,1.2227732000174,0.24628490776132514
9,1.27,1,0.6101944999536499,0.32199712269546354
10,0.19,0,1.2064333999878727,0.32199712269546354
11,1.3,1,0.5392855999525636,0.21420936412940733
12,1.27,1,0.9767347000306472,0.21420936412940733
13,1.19,1,0.8760049000266008,0.3274586860202661
14,1.19,1,1.2275270000100136,0.3274586860202661
15,1.19,1,0.8091192000429146,0.25284000668672
16,1.3,1,0.9725236999802291,0.25284000668672
17,1.3,1,0.6035575999994762,0.21504708289777547
18,1.19,1,1.246490099991206,0.21504708289777547
19,1.27,1,0.42986669996753335,0.07105821709749499
20,1.19,1,1.246896700002253,0.07105821709749499
