episode,reward,success,runtime_sec,grad_norm
1,1.23,1,0.8420108000282198,0.2525911765162182
2,0.23,0,1.057838999957312,0.2525911765162182
3,-0.07000000000000003,0,0.7226343000074849,0.3039031423656911
4,0.02999999999999997,0,1.017090899986215,0.3039031423656911
5,1.3,1,0.6093968999921344,0.6154349713167235
6,1.3,1,0.87101740000071,0.6154349713167235
7,0.12999999999999998,0,0.62729869998293,0.13380703920494552
8,1.27,1,0.8295446999836713,0.13380703920494552
9,-0.07000000000000003,0,0.6579899999778718,0.3525379813995699
10,-0.37000000000000005,0,1.0874938999768347,0.3525379813995699
11,-0.07000000000000003,0,0.6138735000276938,1.1463246305081265
12,1.23,1,0.9041295000351965,1.1463246305081265
13,0.12999999999999998,0,0.6200442999834195,0.17393663456509098
14,0.12999999999999998,0,1.0326281999587081,0.17393663456509098
15,1.2,1,0.5287705999799073,0.4334594787219532
16,1.3,1,0.9337376999901608,0.4334594787219532
17,1.03,1,0.6310203000321053,0.5935088131721079
18,1.2,1,1.010592800041195,0.5935088131721079
19,0.13,0,0.7028559000464156,0.05090293673002429
20,1.3,1,0.9243933000252582,0.05090293673002429
