episode,reward,success,runtime_sec,grad_norm
1,-0.6200000000000001,0,0.0025676999939605594,0.8761166743689247
2,-0.07000000000000003,0,0.0026520000537857413,0.5427782568582352
3,0.12999999999999998,0,0.002523000002838671,0.15835175073074675
4,1.27,1,0.0017037000507116318,1.1650606426574541
5,1.23,1,0.0025569999706931412,2.682831233705048
6,0.12999999999999998,0,0.0023289999808184803,0.5927761655336656
7,1.23,1,0.0019226999720558524,2.312038433812004
8,1.27,1,0.0016049999976530671,1.6953214875488927
9,-0.8200000000000001,0,0.0021818000241182745,3.3607380580922332
10,-0.5700000000000001,0,0.0023086000001057982,2.4548903146089
11,1.23,1,0.004568799980916083,1.249496367144322
12,1.03,1,0.0018506000051274896,1.349196246468425
13,0.23,0,0.0020343000069260597,0.6727584453583942
14,1.27,1,0.0015912000089883804,0.825534931012103
15,1.3,1,0.0017899000085890293,2.8210021667083676
16,1.3,1,0.0018014999805018306,0.8868983046675866
17,1.2,1,0.0019931000424548984,0.4213280118941372
18,1.27,1,0.0018489999929443002,0.25539829463627733
19,1.27,1,0.0019482999923639,0.18132103734384922
20,0.22999999999999998,0,0.002418500022031367,0.4062656607589659
